isco_4digit,E_j_mean,E_sub_mean,E_aug_mean,delta_bfs_post,is_outlier,main_group,n_onet_berufe,sektor,employed_2019,employed_2022,delta_bfs_pre,did
3341,0.1933376564665203,0.19096625547359805,0.1950515471852721,28.39759388518941,False,3,2,Finanz & Beratung,12.119949911911,14.08504137531,16.21369294164976,12.183900943539648
3343,0.11431383175412624,0.10248804392060085,0.13112863806830855,0.4851455892311484,False,3,2,Finanz & Beratung,35.436955292844004,34.92583533916601,-1.4423359723040632,1.9274815615352117
3344,0.255787574384714,0.2465765769595648,0.2672621805507609,8.878196323643294,False,3,1,Finanz & Beratung,10.736900427921999,11.622023063692998,8.243744474608157,0.6344518490351376
3351,0.09650807474989895,0.08811927526077115,0.10828591024541664,13.595911354416163,False,3,2,Finanz & Beratung,4.992215924761001,3.920539826399,-21.466942025615744,35.06285338003191
3359,0.16033926974701226,0.14885384767937734,0.17619033118042982,-25.409431210417218,False,3,6,Finanz & Beratung,1.163101653922,1.1952449879130005,2.763587678051401,-28.17301888846862
3411,0.3023272700940374,0.28353882633087024,0.3278677439322171,0.8717809279335977,False,3,6,"Recht, Soziales & Kreativ",10.511515281752,12.039343043658002,14.534800368490277,-13.66301944055668
3412,0.0,0.0,0.0,9.724730419582912,False,3,2,"Recht, Soziales & Kreativ",38.21278371190399,46.231044447983,20.983189281709354,-11.258458862126442
3421,0.0,0.0,0.0,16.172425211983143,False,3,1,"Recht, Soziales & Kreativ",1.911209603097,1.957379538159,2.415744196093634,13.756681015889509
3422,0.0,0.0,0.0,-0.5779948542670491,False,3,4,"Recht, Soziales & Kreativ",19.720359605786,18.596802860598004,-5.697445521522554,5.119450667255505
3423,0.0072578754019409,0.00614006230534295,0.008881780081220625,17.65825235636267,False,3,4,"Recht, Soziales & Kreativ",6.389966811929,6.404440928735001,0.22651317654702735,17.431739179815644
3431,0.0415376547060208,0.03298776310124905,0.0540944953988719,14.71523264739106,False,3,2,"Recht, Soziales & Kreativ",3.4381025557040004,4.343179196358999,26.324887812128445,-11.609655164737385
3432,0.1746257420698283,0.149239195828837,0.2114108122425385,-17.52054260011844,False,3,1,"Recht, Soziales & Kreativ",7.461131958926999,8.494832835689,13.854477878858734,-31.375020478977174
3433,0.0037973073653349,0.0031203888436198,0.0047865184335346,13.48502312839967,False,3,1,"Recht, Soziales & Kreativ",1.077385672348,0.8764893736830001,-18.646646583593103,32.13166971199277
3434,0.011078929328162434,0.008788872765727467,0.014442687336211133,-15.775953277624836,False,3,3,"Recht, Soziales & Kreativ",7.481854131007,11.439200624478,52.89259084951408,-68.66854412713892
3435,0.0,0.0,0.0,-4.031817033282524,False,3,2,"Recht, Soziales & Kreativ",3.6435752580429996,4.497162307868001,23.427183175117705,-27.459000208400226
3512,0.20679688311784344,0.1863711521388666,0.2357487610421401,1.1485353049634035,False,3,2,ICT & Technik,8.901900491737,13.888323471840003,56.01526308602913,-54.86672778106573
3521,0.09487820772602092,0.08356508963322506,0.11110493487885964,-10.284930733748665,False,3,5,ICT & Technik,4.00531648837,6.346659251749999,58.45587409080949,-68.74080482455815
