soc_code,s_ij,E_j,E_sub_j,E_aug_j,isco_4digit,mapping_stage,ch_isco_4digit,ch_isco_label,main_group,employed_2022,employed_2024,delta_bfs,is_outlier,exposure_category,cluster_x,cluster_y,cluster
25-1123.00,0.1765622441636904,0.2521895298882345,0.2212901885622636,0.2965769485083157,2310,1,2310,Universitäts- und Hochschullehrer,2,16.214208988428997,17.17445899551822,5.922274763909165,False,Niedrig (0–0.33),0,0,0
25-1124.00,0.1527036745976903,0.1891500497200168,0.1618367940247752,0.2287145527528228,2310,1,2310,Universitäts- und Hochschullehrer,2,16.214208988428997,17.17445899551822,5.922274763909165,False,Niedrig (0–0.33),0,0,0
25-1126.00,0.2510128372166962,0.3402440184210958,0.3066765535906088,0.3878194261298947,2310,1,2310,Universitäts- und Hochschullehrer,2,16.214208988428997,17.17445899551822,5.922274763909165,False,Mittel (0.33–0.66),0,0,0
25-1192.00,0.2268575505237101,0.3168114197995398,0.2685447835930448,0.3868975779405838,2310,1,2310,Universitäts- und Hochschullehrer,2,16.214208988428997,17.17445899551822,5.922274763909165,False,Niedrig (0–0.33),0,0,0
25-1193.00,0.1065655371799708,0.1619702350064461,0.1351580849738635,0.2010395316462938,2310,1,2310,Universitäts- und Hochschullehrer,2,16.214208988428997,17.17445899551822,5.922274763909165,False,Niedrig (0–0.33),0,0,0
25-1194.00,0.0569961663705741,0.0819746256742591,0.0669056580824521,0.1040204602753854,2320,1,2320,Lehrkräfte im Bereich Berufsbildung,2,13.416577980547006,11.345376912521528,-15.4376255333406,False,Niedrig (0–0.33),0,0,0
25-2012.00,0.0,0.0,0.0,0.0,2342,1,2342,Lehrkräfte und Erzieher im Vorschulbereich,2,25.699583072334,24.82397974435253,-3.4070721128704475,False,Niedrig (0–0.33),0,0,0
25-2021.00,0.0,0.0,0.0,0.0,2352,1,2352,Lehrkräfte im Bereich Sonderpädagogik,2,17.397115878819,16.650613559593914,-4.290954457192263,False,Niedrig (0–0.33),0,0,0
25-2023.00,0.1364865774565941,0.2034167035172082,0.1699443979235616,0.2521790381864502,2330,1,2330,Lehrkräfte im Sekundarbereich,2,41.82404447045,50.1786723693133,19.975657554510555,False,Niedrig (0–0.33),0,0,0
25-2031.00,0.0602661219929397,0.0869255881941157,0.0733816631194124,0.1066114119455753,2330,1,2330,Lehrkräfte im Sekundarbereich,2,41.82404447045,50.1786723693133,19.975657554510555,False,Niedrig (0–0.33),0,0,0
25-2032.00,0.0043360087857742,0.007036128517721,0.0058812812670846,0.0087183313899452,2320,1,2320,Lehrkräfte im Bereich Berufsbildung,2,13.416577980547006,11.345376912521528,-15.4376255333406,False,Niedrig (0–0.33),0,0,0
25-2051.00,0.0326208482017511,0.044797857660316,0.0385223506265367,0.0538751936939579,2352,1,2352,Lehrkräfte im Bereich Sonderpädagogik,2,17.397115878819,16.650613559593914,-4.290954457192263,False,Niedrig (0–0.33),0,0,0
25-2056.00,0.080899943839116,0.1231786139944079,0.1066833789240806,0.1469856869068346,2352,1,2352,Lehrkräfte im Bereich Sonderpädagogik,2,17.397115878819,16.650613559593914,-4.290954457192263,False,Niedrig (0–0.33),0,0,0
25-2057.00,0.0,0.0,0.0,0.0,2352,1,2352,Lehrkräfte im Bereich Sonderpädagogik,2,17.397115878819,16.650613559593914,-4.290954457192263,False,Niedrig (0–0.33),0,0,0
25-2058.00,0.043494359724866,0.0678184053240817,0.0577089118460445,0.0824837955402381,2352,1,2352,Lehrkräfte im Bereich Sonderpädagogik,2,17.397115878819,16.650613559593914,-4.290954457192263,False,Niedrig (0–0.33),0,0,0
25-2059.01,0.0,0.0,0.0,0.0,3422,1,3422,"Sportlehrer, Sporttrainer und Sportfunktionäre",3,18.596802860598004,18.48931429700556,-0.5779948542670491,False,Niedrig (0–0.33),0,0,0
25-3021.00,0.0273225437205128,0.0290315016077636,0.0245602492213718,0.0355271203248825,3423,1,3423,Trainer und Betreuer im Bereich Fitness und Erholung,3,6.404440928735001,7.535353269945205,17.65825235636267,False,Niedrig (0–0.33),1,1,1
25-3031.00,0.0078746089672195,0.0074531721770775,0.0065872301672309,0.0086933602612549,2330,1,2330,Lehrkräfte im Sekundarbereich,2,41.82404447045,50.1786723693133,19.975657554510555,False,Niedrig (0–0.33),1,1,1
25-4011.00,0.3629959605959975,0.5026875165712044,0.4556552735690993,0.5690940605637755,2621,1,2621,Archiv- und Museumswissenschaftler,2,2.5007701291260007,3.436134062024667,37.40303524920816,False,Mittel (0.33–0.66),0,0,0
25-4012.00,0.2773058038090884,0.4036237672586568,0.3537923365644476,0.475237439978537,2621,1,2621,Archiv- und Museumswissenschaftler,2,2.5007701291260007,3.436134062024667,37.40303524920816,False,Mittel (0.33–0.66),0,0,0
25-4013.00,0.129525805159826,0.1445908370739324,0.1236778907706094,0.174886491850721,2621,1,2621,Archiv- und Museumswissenschaftler,2,2.5007701291260007,3.436134062024667,37.40303524920816,False,Niedrig (0–0.33),1,1,1
25-4022.00,0.2586334785184557,0.338548117016748,0.3050250724289717,0.386072686438675,2621,1,2621,Archiv- und Museumswissenschaftler,2,2.5007701291260007,3.436134062024667,37.40303524920816,False,Mittel (0.33–0.66),0,0,0
25-4031.00,0.1412873530476226,0.1361049086138674,0.1234074161880948,0.1540291464269302,2621,1,2621,Archiv- und Museumswissenschaftler,2,2.5007701291260007,3.436134062024667,37.40303524920816,False,Niedrig (0–0.33),1,1,1
25-9031.00,0.0723742716414272,0.1162427724294541,0.0980280999163975,0.1427238541768716,2351,1,2351,Pädagogik- und Didaktikspezialisten,2,5.918517435153998,6.4573758349139485,9.104617932851117,False,Niedrig (0–0.33),0,0,0
25-9042.00,0.0141103189522176,0.0178608322656588,0.0152100657776479,0.0217054173501287,2352,1,2352,Lehrkräfte im Bereich Sonderpädagogik,2,17.397115878819,16.650613559593914,-4.290954457192263,False,Niedrig (0–0.33),0,0,0
25-9044.00,0.1584826530433711,0.189229728717187,0.1700800289756465,0.2164181538832971,2310,1,2310,Universitäts- und Hochschullehrer,2,16.214208988428997,17.17445899551822,5.922274763909165,False,Niedrig (0–0.33),1,1,1
27-1011.00,0.0583634233493107,0.0784135880634522,0.0654932977042378,0.097236843594118,2166,1,2166,Grafik- und Multimediadesigner,2,12.445369746459,13.714818712509937,10.20017076159689,False,Niedrig (0–0.33),0,0,0
27-1013.00,0.2942246685573741,0.2854305603168472,0.2406074095784787,0.350601969483215,2651,1,2651,Bildende Künstler,2,4.121146544095,3.179859830652326,-22.840408691396814,False,Niedrig (0–0.33),1,1,1
27-1024.00,0.1647109800390234,0.2068573070202037,0.1747125813348149,0.2535736626260475,2166,1,2166,Grafik- und Multimediadesigner,2,12.445369746459,13.714818712509937,10.20017076159689,False,Niedrig (0–0.33),0,0,0
27-1025.00,0.1177246278127476,0.1746257420698283,0.149239195828837,0.2114108122425385,3432,1,3432,Raumgestalter und Dekorateure,3,8.494832835689,7.006492029903259,-17.52054260011844,False,Niedrig (0–0.33),0,0,0
27-2011.00,0.0,0.0,0.0,0.0,2659,1,2659,"Bildende und darstellende Künstler, anderweitig nicht genannt",2,0.962589705,0.5781345813985391,-39.93966708811424,True,Niedrig (0–0.33),1,1,1
27-2012.03,0.0922687220209167,0.1475530511464431,0.122993153569566,0.1833483753847631,2654,1,2654,Regisseure und Produzenten im Film- und Bühnenbereich sowie in verwandten Bereichen,2,5.632197512363999,6.4874852608908045,15.185684568931537,False,Niedrig (0–0.33),0,0,0
27-2012.04,0.0,0.0,0.0,0.0,2166,1,2166,Grafik- und Multimediadesigner,2,12.445369746459,13.714818712509937,10.20017076159689,False,Niedrig (0–0.33),0,0,0
27-2021.00,0.0,0.0,0.0,0.0,3421,1,3421,Athleten und Berufssportler,3,1.957379538159,2.273935280082425,16.172425211983143,False,Niedrig (0–0.33),1,1,1
27-2022.00,0.0,0.0,0.0,0.0,3422,1,3422,"Sportlehrer, Sporttrainer und Sportfunktionäre",3,18.596802860598004,18.48931429700556,-0.5779948542670491,False,Niedrig (0–0.33),0,0,0
27-2023.00,0.0,0.0,0.0,0.0,3422,1,3422,"Sportlehrer, Sporttrainer und Sportfunktionäre",3,18.596802860598004,18.48931429700556,-0.5779948542670491,False,Niedrig (0–0.33),1,1,1
27-2032.00,0.0,0.0,0.0,0.0,2653,1,2653,Tänzer und Choreografen,2,0.7950931779070001,0.8456964951791865,6.364451196197461,False,Niedrig (0–0.33),0,0,0
27-2041.00,0.0551668253463719,0.0654601022022665,0.0532354348054674,0.0833548718659889,2652,1,2652,"Musiker, Sänger und Komponisten",2,7.433138465352998,7.572343705757965,1.8727653339679284,False,Niedrig (0–0.33),0,0,0
27-2042.00,0.0,0.0,0.0,0.0,2652,1,2652,"Musiker, Sänger und Komponisten",2,7.433138465352998,7.572343705757965,1.8727653339679284,False,Niedrig (0–0.33),1,1,1
27-3023.00,0.1599838954397102,0.2048685192840449,0.1876314063311179,0.2290054663232069,2642,1,2642,Journalisten,2,9.876316774069,10.23242940820198,3.605723087659345,False,Niedrig (0–0.33),0,0,0
27-3031.00,0.0418839334372906,0.0614474951250794,0.050956282347314,0.0767535235129981,2432,1,2432,Fachkräfte in der Öffentlichkeitsarbeit,2,5.166502693133,5.007895832675806,-3.069907631481635,False,Niedrig (0–0.33),0,0,0
27-3042.00,0.4104750976358718,0.5169892288449867,0.5019282136589347,0.5347907897477447,2641,1,2641,Autoren und verwandte schriftstellerische Berufe,2,4.649945778438999,4.351356841073695,-6.421342346609928,False,Mittel (0.33–0.66),1,1,1
27-3043.00,0.0646451763746996,0.0735133518289448,0.0645970737661554,0.086314516582105,2641,1,2641,Autoren und verwandte schriftstellerische Berufe,2,4.649945778438999,4.351356841073695,-6.421342346609928,False,Niedrig (0–0.33),1,1,1
27-3043.05,0.4320596042233675,0.495598170585074,0.4735899272286647,0.5241392895240845,2641,1,2641,Autoren und verwandte schriftstellerische Berufe,2,4.649945778438999,4.351356841073695,-6.421342346609928,False,Mittel (0.33–0.66),1,1,1
27-3092.00,0.2816231892251938,0.2510929187436084,0.2497276520486947,0.2507196939260128,2643,1,2643,"Übersetzer, Dolmetscher und andere Linguisten",2,5.622935372784,5.738931732247348,2.062914683757364,False,Niedrig (0–0.33),1,1,1
27-4011.00,0.1391452753388002,0.1792810645332938,0.15706509974933,0.211214493727561,3521,1,3521,Techniker für Rundfunk und audiovisuelle Medien,3,6.346659251749999,5.69390974380046,-10.284930733748665,False,Niedrig (0–0.33),1,1,1
27-4014.00,0.0955762792992887,0.1200225834968644,0.1049192147166683,0.1417504023619988,3521,1,3521,Techniker für Rundfunk und audiovisuelle Medien,3,6.346659251749999,5.69390974380046,-10.284930733748665,False,Niedrig (0–0.33),1,1,1
27-4021.00,0.0659260736389513,0.0830753094120416,0.0659755262024981,0.1081889907977438,3431,1,3431,Fotografen,3,4.343179196358999,4.982288119396316,14.71523264739106,False,Niedrig (0–0.33),1,1,1
27-4031.00,0.0192216803515967,0.0224486812333358,0.019042483754095,0.0273938049471413,3521,1,3521,Techniker für Rundfunk und audiovisuelle Medien,3,6.346659251749999,5.69390974380046,-10.284930733748665,False,Niedrig (0–0.33),1,1,1
27-4032.00,0.3052531826502587,0.3942690288982959,0.3495537741235991,0.458217996544784,2654,1,2654,Regisseure und Produzenten im Film- und Bühnenbereich sowie in verwandten Bereichen,2,5.632197512363999,6.4874852608908045,15.185684568931537,False,Mittel (0.33–0.66),0,0,0
29-1021.00,0.0,0.0,0.0,0.0,2261,1,2261,Zahnärzte,2,5.662456788252,6.352450001581966,12.185403600103523,False,Niedrig (0–0.33),0,0,0
29-1022.00,0.1583282020026512,0.2525448000296324,0.2149715487016748,0.3070458799431032,2261,1,2261,Zahnärzte,2,5.662456788252,6.352450001581966,12.185403600103523,False,Niedrig (0–0.33),0,0,0
29-1023.00,0.0,0.0,0.0,0.0,2261,1,2261,Zahnärzte,2,5.662456788252,6.352450001581966,12.185403600103523,False,Niedrig (0–0.33),0,0,0
29-1024.00,0.103411097099377,0.1572323378001449,0.1312554705807852,0.1950815065943874,3214,1,3214,Medizinische und zahnmedizinische Prothetiktechniker,3,4.551515015314,4.129304585486128,-9.276261385655218,False,Niedrig (0–0.33),0,0,0
29-1031.00,0.0434178652316997,0.0696070000684689,0.058791076688431,0.0853258808491589,2265,1,2265,Diätologen und Ernährungsberater,2,2.6122524179290005,2.5463057783204466,-2.52451253010368,False,Niedrig (0–0.33),0,0,0
29-1051.00,0.0874483335552171,0.1324208555470472,0.1173051247951413,0.154046792490926,2262,1,2262,Apotheker,2,6.54283315089,6.128972790338944,-6.325399884219272,False,Niedrig (0–0.33),0,0,0
29-1071.00,0.1389071084932338,0.2355485660858354,0.2107096456472637,0.2709107662708803,3256,1,3256,Medizinische Assistenten,3,31.51451494805901,31.276075181732093,-0.7566030025209012,False,Niedrig (0–0.33),0,0,0
29-1071.01,0.0726847357312764,0.0975219560485726,0.0862726449513264,0.1136262360692475,3259,1,3259,"Assistenzberufe im Gesundheitswesen, anderweitig nicht genannt",3,0.608573771748,0.6275814606160179,3.1233171310394097,False,Niedrig (0–0.33),0,0,0
29-1081.00,0.12597458082213,0.1997724052748875,0.1652729401704339,0.2501272872650465,2269,1,2269,"Spezialisten in Gesundheitsberufen, anderweitig nicht genannt",2,14.319088591201,16.22186493810018,13.288390073013618,False,Niedrig (0–0.33),0,0,0
29-1122.00,0.0,0.0,0.0,0.0,2269,1,2269,"Spezialisten in Gesundheitsberufen, anderweitig nicht genannt",2,14.319088591201,16.22186493810018,13.288390073013618,False,Niedrig (0–0.33),0,0,0
29-1122.01,0.0,0.0,0.0,0.0,2269,1,2269,"Spezialisten in Gesundheitsberufen, anderweitig nicht genannt",2,14.319088591201,16.22186493810018,13.288390073013618,False,Niedrig (0–0.33),0,0,0
29-1123.00,0.0,0.0,0.0,0.0,2264,1,2264,Physiotherapeuten,2,16.459361803371998,20.11341723279264,22.200468481542472,False,Niedrig (0–0.33),0,0,0
29-1125.00,0.0,0.0,0.0,0.0,2269,1,2269,"Spezialisten in Gesundheitsberufen, anderweitig nicht genannt",2,14.319088591201,16.22186493810018,13.288390073013618,False,Niedrig (0–0.33),0,0,0
29-1126.00,0.0,0.0,0.0,0.0,3259,1,3259,"Assistenzberufe im Gesundheitswesen, anderweitig nicht genannt",3,0.608573771748,0.6275814606160179,3.1233171310394097,False,Niedrig (0–0.33),0,0,0
29-1127.00,0.1809359681802757,0.289465624325846,0.2545723988144941,0.3395447984589301,2269,1,2269,"Spezialisten in Gesundheitsberufen, anderweitig nicht genannt",2,14.319088591201,16.22186493810018,13.288390073013618,False,Niedrig (0–0.33),0,0,0
29-1128.00,0.0638144273968077,0.0925355797148322,0.0806417228650578,0.1096654519353471,3255,1,3255,Physiotherapeutische Techniker und Assistenten,3,12.063985162247,11.711745253437105,-2.919764108399224,False,Niedrig (0–0.33),0,0,0
29-1129.02,0.0,0.0,0.0,0.0,2269,1,2269,"Spezialisten in Gesundheitsberufen, anderweitig nicht genannt",2,14.319088591201,16.22186493810018,13.288390073013618,False,Niedrig (0–0.33),0,0,0
29-1131.00,0.2001195356372297,0.2998781978204518,0.2621055944838244,0.3542209771234277,2250,1,2250,Tierärzte,2,4.151707657170999,4.017170800238256,-3.240518553862183,False,Niedrig (0–0.33),0,0,0
29-1141.00,0.0,0.0,0.0,0.0,2221,1,2221,Pflegedienstleiter und Pflegefachkräfte,2,91.542329713691,96.54473765794796,5.464584482285454,False,Niedrig (0–0.33),0,0,0
29-1141.01,0.0,0.0,0.0,0.0,2221,1,2221,Pflegedienstleiter und Pflegefachkräfte,2,91.542329713691,96.54473765794796,5.464584482285454,False,Niedrig (0–0.33),0,0,0
29-1141.02,0.0336674285226509,0.0566651574135475,0.0488630075776819,0.0679413068201845,2221,1,2221,Pflegedienstleiter und Pflegefachkräfte,2,91.542329713691,96.54473765794796,5.464584482285454,False,Niedrig (0–0.33),0,0,0
29-1141.03,0.0,0.0,0.0,0.0,2221,1,2221,Pflegedienstleiter und Pflegefachkräfte,2,91.542329713691,96.54473765794796,5.464584482285454,False,Niedrig (0–0.33),0,0,0
29-1141.04,0.0,0.0,0.0,0.0,2221,1,2221,Pflegedienstleiter und Pflegefachkräfte,2,91.542329713691,96.54473765794796,5.464584482285454,False,Niedrig (0–0.33),0,0,0
29-1151.00,0.0639940350291628,0.1087091813033937,0.0918858989692614,0.1331543196493144,3259,1,3259,"Assistenzberufe im Gesundheitswesen, anderweitig nicht genannt",3,0.608573771748,0.6275814606160179,3.1233171310394097,False,Niedrig (0–0.33),0,0,0
29-1161.00,0.0767812901095341,0.1223564847253441,0.1065484678024408,0.1451297879109789,2221,1,2221,Pflegedienstleiter und Pflegefachkräfte,2,91.542329713691,96.54473765794796,5.464584482285454,False,Niedrig (0–0.33),0,0,0
29-1171.00,0.076427894190627,0.126605337403468,0.1085223494628666,0.1527859793188625,2221,1,2221,Pflegedienstleiter und Pflegefachkräfte,2,91.542329713691,96.54473765794796,5.464584482285454,False,Niedrig (0–0.33),0,0,0
29-1181.00,0.1287443176038039,0.2164514003144023,0.1858346767837286,0.2607580858875467,2266,1,2266,Audiologen und Sprachtherapeuten,2,4.047666286812,4.254445988748661,5.1086153670915495,False,Niedrig (0–0.33),0,0,0
29-1211.00,0.0350257532726804,0.0555002172685703,0.047147303915632,0.0676226140383096,2212,1,2212,Fachärzte,2,37.08194504008001,36.04718718310065,-2.7904627329039604,False,Niedrig (0–0.33),0,0,0
29-1213.00,0.0,0.0,0.0,0.0,2212,1,2212,Fachärzte,2,37.08194504008001,36.04718718310065,-2.7904627329039604,False,Niedrig (0–0.33),0,0,0
29-1214.00,0.0395788077709387,0.0665198523706539,0.0601294574610257,0.0755600179430057,3259,1,3259,"Assistenzberufe im Gesundheitswesen, anderweitig nicht genannt",3,0.608573771748,0.6275814606160179,3.1233171310394097,False,Niedrig (0–0.33),0,0,0
29-1215.00,0.0672089847269262,0.1054111624948884,0.0952207971223931,0.1198334114826508,2635,1,2635,Sozialarbeiter,2,18.731495843976003,19.51812684940036,4.199509809449249,False,Niedrig (0–0.33),0,0,0
29-1217.00,0.1683127630829743,0.292990007993754,0.2612122293250439,0.3383121236495798,2212,1,2212,Fachärzte,2,37.08194504008001,36.04718718310065,-2.7904627329039604,False,Niedrig (0–0.33),0,0,0
29-1221.00,0.0230629013857095,0.0357413169953812,0.0310079803585574,0.0425689554292085,2212,1,2212,Fachärzte,2,37.08194504008001,36.04718718310065,-2.7904627329039604,False,Niedrig (0–0.33),0,0,0
29-1222.00,0.2461119747285021,0.3930775360929088,0.3500659685318876,0.4544554411162409,2131,1,2131,"Biologen, Botaniker, Zoologen und verwandte Berufe",2,8.866294443315,9.867582137765408,11.293192447554636,False,Mittel (0.33–0.66),0,0,0
29-1223.00,0.0294611365627747,0.0476942922330855,0.040221895871136,0.0585578383056884,2212,1,2212,Fachärzte,2,37.08194504008001,36.04718718310065,-2.7904627329039604,False,Niedrig (0–0.33),0,0,0
29-1224.00,0.041654771535119,0.0680579294585534,0.0597500795695641,0.0799898407269198,2269,1,2269,"Spezialisten in Gesundheitsberufen, anderweitig nicht genannt",2,14.319088591201,16.22186493810018,13.288390073013618,False,Niedrig (0–0.33),0,0,0
29-1229.01,0.1491364448034361,0.247731347909298,0.2177086469942241,0.2908332225246715,2131,1,2131,"Biologen, Botaniker, Zoologen und verwandte Berufe",2,8.866294443315,9.867582137765408,11.293192447554636,False,Niedrig (0–0.33),0,0,0
29-1229.03,0.1704602666541077,0.2960431060596425,0.2601626621463072,0.3475548331732295,2212,1,2212,Fachärzte,2,37.08194504008001,36.04718718310065,-2.7904627329039604,False,Niedrig (0–0.33),0,0,0
29-1229.04,0.0535908320641953,0.0891176516705975,0.0748194985566003,0.1099254988562724,2212,1,2212,Fachärzte,2,37.08194504008001,36.04718718310065,-2.7904627329039604,False,Niedrig (0–0.33),0,0,0
29-1229.05,0.0574736621233756,0.1020167907029002,0.0846971632762145,0.1272794584760489,2212,1,2212,Fachärzte,2,37.08194504008001,36.04718718310065,-2.7904627329039604,False,Niedrig (0–0.33),0,0,0
29-1241.00,0.0250533056937877,0.0433724512321613,0.0367837343974377,0.0529384561092959,2212,1,2212,Fachärzte,2,37.08194504008001,36.04718718310065,-2.7904627329039604,False,Niedrig (0–0.33),0,0,0
29-1291.00,0.1518127017976152,0.1896399276906877,0.1631969674015482,0.2278803660060003,2230,1,2230,Spezialisten der traditionellen und komplementären Medizin,2,8.390799604639,7.937659127565956,-5.400444515711197,False,Niedrig (0–0.33),0,0,0
29-1299.01,0.2073690229989812,0.3299947360579294,0.2913875912898048,0.3853096127835094,2230,1,2230,Spezialisten der traditionellen und komplementären Medizin,2,8.390799604639,7.937659127565956,-5.400444515711197,False,Niedrig (0–0.33),0,0,0
29-1299.02,0.1686532258316405,0.2263149589153233,0.2065066739901555,0.2541409480165192,2267,1,2267,Optometristen und Orthoptisten,2,1.084923443269,1.0947607998133952,0.9067327842740792,False,Niedrig (0–0.33),0,0,0
29-2011.00,0.2098916293253538,0.3195389378055092,0.2881734572920966,0.3639777500095995,3212,1,3212,Medizintechniker im Bereich Labor und Pathologie,3,7.281498105076999,7.114033643821429,-2.2998627320771474,False,Niedrig (0–0.33),0,0,0
29-2011.01,0.2800841846324996,0.3649038827234663,0.3443484614285382,0.3925141518969716,2131,1,2131,"Biologen, Botaniker, Zoologen und verwandte Berufe",2,8.866294443315,9.867582137765408,11.293192447554636,False,Mittel (0.33–0.66),0,0,0
29-2011.02,0.1427084603937237,0.1590017907890219,0.1482236604912051,0.1737936662692572,3212,1,3212,Medizintechniker im Bereich Labor und Pathologie,3,7.281498105076999,7.114033643821429,-2.2998627320771474,False,Niedrig (0–0.33),1,1,1
29-2012.00,0.1568553215953876,0.2071871469138388,0.1865256417423139,0.236492642952796,3212,1,3212,Medizintechniker im Bereich Labor und Pathologie,3,7.281498105076999,7.114033643821429,-2.2998627320771474,False,Niedrig (0–0.33),0,0,0
29-2012.01,0.155341873565781,0.1592617987807479,0.141786317247687,0.1842037973998676,3212,1,3212,Medizintechniker im Bereich Labor und Pathologie,3,7.281498105076999,7.114033643821429,-2.2998627320771474,False,Niedrig (0–0.33),1,1,1
29-2032.00,0.0,0.0,0.0,0.0,2269,1,2269,"Spezialisten in Gesundheitsberufen, anderweitig nicht genannt",2,14.319088591201,16.22186493810018,13.288390073013618,False,Niedrig (0–0.33),0,0,0
29-2033.00,0.0767106008775774,0.100973701161875,0.0899069875128157,0.1167675962265096,2269,1,2269,"Spezialisten in Gesundheitsberufen, anderweitig nicht genannt",2,14.319088591201,16.22186493810018,13.288390073013618,False,Niedrig (0–0.33),0,0,0
29-2034.00,0.0,0.0,0.0,0.0,2269,1,2269,"Spezialisten in Gesundheitsberufen, anderweitig nicht genannt",2,14.319088591201,16.22186493810018,13.288390073013618,False,Niedrig (0–0.33),1,1,1
29-2035.00,0.0734031826620876,0.096355843943277,0.0860686318994186,0.1110130031865038,2269,1,2269,"Spezialisten in Gesundheitsberufen, anderweitig nicht genannt",2,14.319088591201,16.22186493810018,13.288390073013618,False,Niedrig (0–0.33),0,0,0
29-2036.00,0.291053635041103,0.4407010355504462,0.4029887954602743,0.4935822560689574,2269,1,2269,"Spezialisten in Gesundheitsberufen, anderweitig nicht genannt",2,14.319088591201,16.22186493810018,13.288390073013618,False,Mittel (0.33–0.66),0,0,0
29-2051.00,0.2310707127683439,0.3255976743209696,0.2808208353203559,0.3903080962810559,3259,1,3259,"Assistenzberufe im Gesundheitswesen, anderweitig nicht genannt",3,0.608573771748,0.6275814606160179,3.1233171310394097,False,Niedrig (0–0.33),0,0,0
29-2052.00,0.2457761195640637,0.3051859272575797,0.279085305981379,0.3417832700301201,2262,1,2262,Apotheker,2,6.54283315089,6.128972790338944,-6.325399884219272,False,Niedrig (0–0.33),1,1,1
29-2053.00,0.0,0.0,0.0,0.0,2269,1,2269,"Spezialisten in Gesundheitsberufen, anderweitig nicht genannt",2,14.319088591201,16.22186493810018,13.288390073013618,False,Niedrig (0–0.33),0,0,0
29-2057.00,0.1237754609705774,0.1289661656495637,0.1225948657873158,0.13736985000408,2267,1,2267,Optometristen und Orthoptisten,2,1.084923443269,1.0947607998133952,0.9067327842740792,False,Niedrig (0–0.33),1,1,1
29-2061.00,0.0,0.0,0.0,0.0,2635,1,2635,Sozialarbeiter,2,18.731495843976003,19.51812684940036,4.199509809449249,False,Niedrig (0–0.33),0,0,0
29-2081.00,0.1758449741964618,0.2500573602997601,0.2209515431584914,0.2917466823422253,3254,1,3254,Augenoptiker,3,5.256679593504,4.6672842424727,-11.212312649978736,False,Niedrig (0–0.33),0,0,0
29-2091.00,0.1031012990061858,0.1637591650880998,0.1355755893776582,0.2048900298285922,3214,1,3214,Medizinische und zahnmedizinische Prothetiktechniker,3,4.551515015314,4.129304585486128,-9.276261385655218,False,Niedrig (0–0.33),0,0,0
29-2092.00,0.0,0.0,0.0,0.0,3214,1,3214,Medizinische und zahnmedizinische Prothetiktechniker,3,4.551515015314,4.129304585486128,-9.276261385655218,False,Niedrig (0–0.33),0,0,0
29-2099.05,0.0,0.0,0.0,0.0,2267,1,2267,Optometristen und Orthoptisten,2,1.084923443269,1.0947607998133952,0.9067327842740792,False,Niedrig (0–0.33),1,1,1
29-9091.00,0.0,0.0,0.0,0.0,2269,1,2269,"Spezialisten in Gesundheitsberufen, anderweitig nicht genannt",2,14.319088591201,16.22186493810018,13.288390073013618,False,Niedrig (0–0.33),0,0,0
29-9092.00,0.1676129698026234,0.2376292253778656,0.2294135580541848,0.2477716511013441,2131,1,2131,"Biologen, Botaniker, Zoologen und verwandte Berufe",2,8.866294443315,9.867582137765408,11.293192447554636,False,Niedrig (0–0.33),0,0,0
29-9093.00,0.0,0.0,0.0,0.0,3256,1,3256,Medizinische Assistenten,3,31.51451494805901,31.276075181732093,-0.7566030025209012,False,Niedrig (0–0.33),0,0,0
29-9099.01,0.0,0.0,0.0,0.0,2221,1,2221,Pflegedienstleiter und Pflegefachkräfte,2,91.542329713691,96.54473765794796,5.464584482285454,False,Niedrig (0–0.33),0,0,0
31-1122.00,0.0,0.0,0.0,0.0,3412,1,3412,Soziale Fachkräfte,3,46.231044447983,50.726888890706896,9.724730419582912,False,Niedrig (0–0.33),1,1,1
31-1132.00,0.0,0.0,0.0,0.0,3258,1,3258,Rettungsdienstpersonal,3,4.050694959712999,4.564136736665777,12.675399704478275,False,Niedrig (0–0.33),1,1,1
31-2011.00,0.0,0.0,0.0,0.0,2269,1,2269,"Spezialisten in Gesundheitsberufen, anderweitig nicht genannt",2,14.319088591201,16.22186493810018,13.288390073013618,False,Niedrig (0–0.33),0,0,0
31-2012.00,0.0,0.0,0.0,0.0,2269,1,2269,"Spezialisten in Gesundheitsberufen, anderweitig nicht genannt",2,14.319088591201,16.22186493810018,13.288390073013618,False,Niedrig (0–0.33),1,1,1
31-2021.00,0.0,0.0,0.0,0.0,3255,1,3255,Physiotherapeutische Techniker und Assistenten,3,12.063985162247,11.711745253437105,-2.919764108399224,False,Niedrig (0–0.33),0,0,0
31-2022.00,0.000189587831804,0.0002058334856535,0.0001811292786065,0.000241280566414,2269,1,2269,"Spezialisten in Gesundheitsberufen, anderweitig nicht genannt",2,14.319088591201,16.22186493810018,13.288390073013618,False,Niedrig (0–0.33),1,1,1
31-9011.00,0.1446428668084095,0.1415235228738437,0.1188377705262481,0.1745364524887978,3255,1,3255,Physiotherapeutische Techniker und Assistenten,3,12.063985162247,11.711745253437105,-2.919764108399224,False,Niedrig (0–0.33),1,1,1
31-9092.00,0.1186253414938135,0.1742251139696352,0.1572521485407713,0.1982597613062467,3259,1,3259,"Assistenzberufe im Gesundheitswesen, anderweitig nicht genannt",3,0.608573771748,0.6275814606160179,3.1233171310394097,False,Niedrig (0–0.33),0,0,0
