soc_code,s_ij,E_j,E_sub_j,E_aug_j,isco_4digit,mapping_stage,ch_isco_4digit,ch_isco_label,main_group,employed_2022,employed_2024,delta_bfs,is_outlier,exposure_category,cluster_x,cluster_y,cluster
17-2072.01,0.3676813654449842,0.5354246364329057,0.4752971876095189,0.6213639762161701,2152,1,2152,Ingenieure im Bereich Elektronik,2,3.099915272122,3.4648638391465907,11.772856190832965,False,Mittel (0.33–0.66),0,0,0
17-2111.00,0.2977412125116145,0.4463605015582757,0.3899716222746903,0.5274989638115395,2149,1,2149,"Ingenieure, anderweitig nicht genannt",2,5.215934733249,4.863642360752166,-6.754156071991167,False,Mittel (0.33–0.66),0,0,0
17-2111.02,0.303765771603127,0.5043768350762702,0.4234774533628982,0.6221068372293155,2149,1,2149,"Ingenieure, anderweitig nicht genannt",2,5.215934733249,4.863642360752166,-6.754156071991167,False,Mittel (0.33–0.66),0,0,0
17-2112.01,0.3976312319970009,0.6361369767064825,0.5510401959804466,0.7589480197794075,2149,1,2149,"Ingenieure, anderweitig nicht genannt",2,5.215934733249,4.863642360752166,-6.754156071991167,False,Mittel (0.33–0.66),0,0,0
17-2112.02,0.3595111401789514,0.5463917564043163,0.4962316170293025,0.617114748285364,2149,1,2149,"Ingenieure, anderweitig nicht genannt",2,5.215934733249,4.863642360752166,-6.754156071991167,False,Mittel (0.33–0.66),0,0,0
17-2112.03,0.2502976485853211,0.4137609466065488,0.3461359044755719,0.5122496978146202,2141,1,2141,Prozess- und Produktionsingenieure,2,9.624988998978,9.29664372404815,-3.4113833788767387,False,Mittel (0.33–0.66),0,0,0
17-2121.00,0.3725225342557929,0.5774426046447106,0.4983532042687953,0.6917179684041929,2144,1,2144,"Maschinenbau- , Mechatronik- und Systemtechnikingenieure",2,9.728896910697,10.551287836634446,8.453074726624155,False,Mittel (0.33–0.66),0,0,0
17-2131.00,0.3976492573594952,0.6214732532624929,0.5517964795542571,0.7210514520389916,2149,1,2149,"Ingenieure, anderweitig nicht genannt",2,5.215934733249,4.863642360752166,-6.754156071991167,False,Mittel (0.33–0.66),0,0,0
17-2141.00,0.4206112564767089,0.6609996418450073,0.562825462964674,0.8033930955707572,2144,1,2144,"Maschinenbau- , Mechatronik- und Systemtechnikingenieure",2,9.728896910697,10.551287836634446,8.453074726624155,False,Hoch (0.66–1.0),0,0,0
17-2141.02,0.4966456382315173,0.8147034292759272,0.7331991817827116,0.9303312200227936,2144,1,2144,"Maschinenbau- , Mechatronik- und Systemtechnikingenieure",2,9.728896910697,10.551287836634446,8.453074726624155,False,Hoch (0.66–1.0),0,0,0
17-2151.00,0.4402747572788084,0.7321120492704667,0.6448800183453708,0.857226229149365,2142,1,2142,Bauingenieure,2,11.233861333084002,10.017360337809963,-10.828876725506763,False,Hoch (0.66–1.0),0,0,0
17-2171.00,0.2328603580219598,0.3753150162120736,0.3174126051008186,0.4594390677728265,2146,1,2146,"Bergbauingenieure, Metallurgen und verwandte Berufe",2,,,,,Mittel (0.33–0.66),0,0,0
17-2199.03,0.4036833423683128,0.6527388546883309,0.5647689007702631,0.7797438820054879,2149,1,2149,"Ingenieure, anderweitig nicht genannt",2,5.215934733249,4.863642360752166,-6.754156071991167,False,Mittel (0.33–0.66),0,0,0
17-2199.05,0.3289444879089848,0.4723586018756146,0.4157622585433342,0.5535586299433954,2144,1,2144,"Maschinenbau- , Mechatronik- und Systemtechnikingenieure",2,9.728896910697,10.551287836634446,8.453074726624155,False,Mittel (0.33–0.66),0,0,0
17-2199.06,0.3419308160868345,0.5291119623044577,0.4676343853013536,0.6171594046607467,2152,1,2152,Ingenieure im Bereich Elektronik,2,3.099915272122,3.4648638391465907,11.772856190832965,False,Mittel (0.33–0.66),0,0,0
17-2199.07,0.4534005901759752,0.6633067005313583,0.6144315680491933,0.730944268867027,2149,1,2149,"Ingenieure, anderweitig nicht genannt",2,5.215934733249,4.863642360752166,-6.754156071991167,False,Hoch (0.66–1.0),0,0,0
17-2199.10,0.5416253873424446,0.794707732149138,0.7169819713665111,0.904802173400778,2149,1,2149,"Ingenieure, anderweitig nicht genannt",2,5.215934733249,4.863642360752166,-6.754156071991167,False,Hoch (0.66–1.0),0,0,0
17-2199.11,0.3927123276192019,0.5585895698044941,0.4995991709967679,0.6425798624588559,2149,1,2149,"Ingenieure, anderweitig nicht genannt",2,5.215934733249,4.863642360752166,-6.754156071991167,False,Mittel (0.33–0.66),0,0,0
17-3011.00,0.3820079645685857,0.5089393250533477,0.4543834800673238,0.586690229023845,3118,1,3118,Technische Zeichner,3,27.021317878039003,28.27450634808652,4.637777016294312,False,Mittel (0.33–0.66),0,0,0
17-3012.00,0.3576525023870418,0.4698246591055825,0.4255337223867488,0.5323953202448048,3118,1,3118,Technische Zeichner,3,27.021317878039003,28.27450634808652,4.637777016294312,False,Mittel (0.33–0.66),0,0,0
17-3013.00,0.4474858737810304,0.5604878069337449,0.507531573134717,0.6353123167393953,3118,1,3118,Technische Zeichner,3,27.021317878039003,28.27450634808652,4.637777016294312,False,Mittel (0.33–0.66),1,1,1
17-3021.00,0.2540564653984497,0.3517448913897574,0.3146320409010212,0.4045829312962235,3115,1,3115,"Maschinenbautechniker, Techniker im Bereich Systemtechnik, Automation und Unternehmensprozesse",3,11.019605854272998,11.97433846910366,8.663945221420533,False,Mittel (0.33–0.66),0,0,0
17-3022.00,0.4817359669297099,0.6431918626085297,0.596653952243892,0.7074820832524709,3112,1,3112,Bauführer und Bautechniker,3,38.516833221537,38.94519300831815,1.1121365671922114,False,Mittel (0.33–0.66),0,0,0
17-3023.00,0.3652373212561878,0.4822016044485777,0.44827217650605,0.5289446267360915,3114,1,3114,Techniker im Bereich Elektronik,3,1.366058589767,1.7857538578456174,30.723079611849,False,Mittel (0.33–0.66),1,1,1
17-3024.00,0.1749913830763994,0.2196020863218068,0.196532047130351,0.2524379448642638,3115,1,3115,"Maschinenbautechniker, Techniker im Bereich Systemtechnik, Automation und Unternehmensprozesse",3,11.019605854272998,11.97433846910366,8.663945221420533,False,Niedrig (0–0.33),1,1,1
17-3024.01,0.2678453984429633,0.3702885874263961,0.3349545290878048,0.4202497096875383,3119,1,3119,"Material- und ingenieurtechnische Fachkräfte, anderweitig nicht genannt",3,18.554461015303,18.856387509419907,1.62724475730064,False,Mittel (0.33–0.66),0,0,0
17-3025.00,0.1076448810377404,0.1403867633055008,0.1163172318046538,0.175508451684042,2143,1,2143,Umweltschutzingenieure,2,1.509607549755,1.708519801270991,13.176421351911834,False,Niedrig (0–0.33),0,0,0
17-3026.00,0.3240864652312387,0.4338345144419275,0.3713664298854196,0.5243104334452762,3119,1,3119,"Material- und ingenieurtechnische Fachkräfte, anderweitig nicht genannt",3,18.554461015303,18.856387509419907,1.62724475730064,False,Mittel (0.33–0.66),0,0,0
17-3026.01,0.454167023081005,0.6813794421993772,0.6371517412640313,0.741796045194486,3141,1,3141,Biotechniker (ohne medizinische Fachberufe),3,3.350140159418,3.229993311397246,-3.5863230283961043,False,Hoch (0.66–1.0),0,0,0
17-3027.00,0.2792275725068412,0.398396275837989,0.3515598963881341,0.4655205464650837,3115,1,3115,"Maschinenbautechniker, Techniker im Bereich Systemtechnik, Automation und Unternehmensprozesse",3,11.019605854272998,11.97433846910366,8.663945221420533,False,Mittel (0.33–0.66),0,0,0
17-3027.01,0.4049397267310672,0.5261742315743585,0.4867453677993482,0.5808261561655145,3115,1,3115,"Maschinenbautechniker, Techniker im Bereich Systemtechnik, Automation und Unternehmensprozesse",3,11.019605854272998,11.97433846910366,8.663945221420533,False,Mittel (0.33–0.66),1,1,1
17-3031.00,0.46600916093934,0.5616044910598974,0.5439381063522225,0.5829215273748929,2165,1,2165,Kartografen und Vermessungsingenieure,2,1.377854227406,1.5452771434024477,12.150989028182206,False,Mittel (0.33–0.66),1,1,1
19-1011.00,0.3873289117708055,0.6308678716431881,0.5602996762327217,0.7317059955366649,2131,1,2131,"Biologen, Botaniker, Zoologen und verwandte Berufe",2,8.866294443315,9.867582137765408,11.293192447554636,False,Mittel (0.33–0.66),0,0,0
19-1012.00,0.3034793555341671,0.4772928284955516,0.4124729817248537,0.5709110302143539,2145,1,2145,Chemieingenieure,2,2.5566012285310005,2.4504455883913967,-4.152217364011823,False,Mittel (0.33–0.66),0,0,0
19-1013.00,0.4456782085173014,0.7125566900524294,0.6310678281364951,0.8291549340498038,2133,1,2133,Umweltwissenschaftler,2,3.499424292972,4.195820269836831,19.90030126565172,False,Hoch (0.66–1.0),0,0,0
19-1021.00,0.4467471585927979,0.7940971091945869,0.7268400760208265,0.8883277312568376,2131,1,2131,"Biologen, Botaniker, Zoologen und verwandte Berufe",2,8.866294443315,9.867582137765408,11.293192447554636,False,Hoch (0.66–1.0),0,0,0
19-1022.00,0.3098312651268723,0.4782192789746246,0.412622441982992,0.5730063228243715,2131,1,2131,"Biologen, Botaniker, Zoologen und verwandte Berufe",2,8.866294443315,9.867582137765408,11.293192447554636,False,Mittel (0.33–0.66),0,0,0
19-1023.00,0.1596618164895089,0.2455177096396765,0.2113951274007243,0.2948562151205677,2131,1,2131,"Biologen, Botaniker, Zoologen und verwandte Berufe",2,8.866294443315,9.867582137765408,11.293192447554636,False,Niedrig (0–0.33),0,0,0
19-1029.01,0.4365260635900097,0.7031367783481229,0.6548673931706668,0.7694685785698008,2131,1,2131,"Biologen, Botaniker, Zoologen und verwandte Berufe",2,8.866294443315,9.867582137765408,11.293192447554636,False,Hoch (0.66–1.0),0,0,0
19-1029.02,0.3490688786687969,0.5920779161365723,0.5193425585281042,0.6965786698953869,2131,1,2131,"Biologen, Botaniker, Zoologen und verwandte Berufe",2,8.866294443315,9.867582137765408,11.293192447554636,False,Mittel (0.33–0.66),0,0,0
19-1029.04,0.4758734375230182,0.7770184822091111,0.7213958216697531,0.853778475520429,2131,1,2131,"Biologen, Botaniker, Zoologen und verwandte Berufe",2,8.866294443315,9.867582137765408,11.293192447554636,False,Hoch (0.66–1.0),0,0,0
19-1031.00,0.3449199674126217,0.5157117718585472,0.4590498013667087,0.5965895063449647,2133,1,2133,Umweltwissenschaftler,2,3.499424292972,4.195820269836831,19.90030126565172,False,Mittel (0.33–0.66),0,0,0
19-1031.02,0.1697610888671937,0.252358077277562,0.2110376660764693,0.3125413706604378,2133,1,2133,Umweltwissenschaftler,2,3.499424292972,4.195820269836831,19.90030126565172,False,Niedrig (0–0.33),0,0,0
19-1032.00,0.1136741014208605,0.1762468351271071,0.1473903317507599,0.218276313347747,2133,1,2133,Umweltwissenschaftler,2,3.499424292972,4.195820269836831,19.90030126565172,False,Niedrig (0–0.33),0,0,0
19-1041.00,0.2945746200846469,0.5082055026130708,0.4593745315380732,0.5772850915566822,2131,1,2131,"Biologen, Botaniker, Zoologen und verwandte Berufe",2,8.866294443315,9.867582137765408,11.293192447554636,False,Mittel (0.33–0.66),0,0,0
19-1042.00,0.2896156642177927,0.4472559860602461,0.3957468761198777,0.5209883933312849,2131,1,2131,"Biologen, Botaniker, Zoologen und verwandte Berufe",2,8.866294443315,9.867582137765408,11.293192447554636,False,Mittel (0.33–0.66),0,0,0
19-2011.00,0.4707682219089168,0.7511555907493493,0.7162382748856904,0.7967795432186142,2111,1,2111,Physiker und Astronomen,2,2.583152246271001,2.7711920901338605,7.279471975928281,False,Hoch (0.66–1.0),0,0,0
19-2012.00,0.472482549058254,0.7996173242057041,0.7260932413878618,0.9032945902711746,2111,1,2111,Physiker und Astronomen,2,2.583152246271001,2.7711920901338605,7.279471975928281,False,Hoch (0.66–1.0),0,0,0
19-2021.00,0.4381368598444686,0.6493642871831736,0.621278341367913,0.6856227436007518,2112,1,2112,Meteorologen,2,0.4304312644699999,0.2746529679786791,-36.19121317386976,True,Mittel (0.33–0.66),0,0,0
19-2031.00,0.4339209788871788,0.635717570247751,0.5756470712596361,0.7205948375465412,2113,1,2113,Chemiker,2,3.974386962397,2.954676445313163,-25.65705168449016,False,Mittel (0.33–0.66),0,0,0
19-2032.00,0.4417903467222629,0.6698554249100244,0.6097936824779421,0.7543872938055753,2146,1,2146,"Bergbauingenieure, Metallurgen und verwandte Berufe",2,,,,,Hoch (0.66–1.0),0,0,0
19-2041.00,0.230813834099427,0.3548238429945872,0.3155485764167562,0.410909979159153,2133,1,2133,Umweltwissenschaftler,2,3.499424292972,4.195820269836831,19.90030126565172,False,Mittel (0.33–0.66),0,0,0
19-2041.01,0.2974087970316928,0.4388260497168453,0.3914558263537001,0.5063662476483173,2422,1,2422,Spezialisten in der strategischen Planung in Politik und Wirtschaft,2,2.9147980542490006,5.080192459807278,74.2896888654673,True,Mittel (0.33–0.66),0,0,0
19-2041.02,0.3581204581577221,0.5745384252852183,0.5007530060939652,0.6808016291839518,2133,1,2133,Umweltwissenschaftler,2,3.499424292972,4.195820269836831,19.90030126565172,False,Mittel (0.33–0.66),0,0,0
19-3011.01,0.5164254559137882,0.7857606888513935,0.7363056952696229,0.8530859365866877,2631,1,2631,Volkswirtschaftler,2,2.471595154266,2.382919443774241,-3.5877926989257847,False,Hoch (0.66–1.0),0,0,0
19-3022.00,0.4943172851460453,0.8064871530742821,0.7539859214732229,0.8782286098577405,2120,1,2120,"Mathematiker, Aktuare und Statistiker",2,8.721144665276999,11.404907910852772,30.77306189244979,False,Hoch (0.66–1.0),0,0,0
19-3033.00,0.1370215771146447,0.2043995046921169,0.1831704865347786,0.2345924260835052,2634,1,2634,Psychologen,2,16.014104383519,17.086424090273,6.696095398613619,False,Niedrig (0–0.33),0,0,0
19-3034.00,0.0,0.0,0.0,0.0,2634,1,2634,Psychologen,2,16.014104383519,17.086424090273,6.696095398613619,False,Niedrig (0–0.33),0,0,0
19-3039.02,0.270340228097422,0.454241894142551,0.4188806547340932,0.5034274464742989,2634,1,2634,Psychologen,2,16.014104383519,17.086424090273,6.696095398613619,False,Mittel (0.33–0.66),0,0,0
19-3039.03,0.1611153477885459,0.2603453170795963,0.2414453755613171,0.2864632513586299,2634,1,2634,Psychologen,2,16.014104383519,17.086424090273,6.696095398613619,False,Niedrig (0–0.33),0,0,0
19-3051.00,0.2814172227028849,0.4488321698815286,0.3881118505357787,0.536512704730654,2164,1,2164,"Raum-, Stadt- und Verkehrsplaner",2,2.986436137319,4.022007269050025,34.67581706470658,False,Mittel (0.33–0.66),0,0,0
19-3091.00,0.3205489704551456,0.4754875404252457,0.4410052883376165,0.5231339207582804,2632,1,2632,"Soziologen, Anthropologen und verwandte Wissenschaftler",2,1.5603602284769995,1.418883811171202,-9.066907418159886,False,Mittel (0.33–0.66),0,0,0
19-3092.00,0.476287907310006,0.6909967571154854,0.6476467301554686,0.7499893100436613,2632,1,2632,"Soziologen, Anthropologen und verwandte Wissenschaftler",2,1.5603602284769995,1.418883811171202,-9.066907418159886,False,Hoch (0.66–1.0),0,0,0
19-3093.00,0.3091425355544517,0.3923831894907097,0.367928249458784,0.4256374757277926,2633,1,2633,"Philosophen, Historiker und Politologen",2,1.4198766489419998,1.1926910239138884,-16.00037758191146,False,Mittel (0.33–0.66),0,0,0
19-3094.00,0.3855710324786003,0.5917331230816688,0.5385545295650273,0.6665907296559518,2633,1,2633,"Philosophen, Historiker und Politologen",2,1.4198766489419998,1.1926910239138884,-16.00037758191146,False,Mittel (0.33–0.66),0,0,0
19-3099.01,0.4476511173154857,0.7169441816174161,0.6502012114676197,0.8111461389374914,2164,1,2164,"Raum-, Stadt- und Verkehrsplaner",2,2.986436137319,4.022007269050025,34.67581706470658,False,Hoch (0.66–1.0),0,0,0
19-4012.01,0.4545790570492798,0.6369811429902775,0.5733838862895023,0.7271924017859097,2132,1,2132,"Agrar-, Forst- und Fischereiwissenschaftler und -berater",2,2.12185711709,2.6381245624533496,24.33092413269468,False,Mittel (0.33–0.66),0,0,0
19-4013.00,0.19092676963094,0.2086810005575342,0.1945857782538454,0.2280179995321088,3111,1,3111,Chemo- und Physikotechniker,3,8.995486047674996,8.365162717972387,-7.007106968561465,False,Niedrig (0–0.33),1,1,1
19-4021.00,0.4500858960304364,0.58118662769569,0.5610506809029872,0.6060568111895194,3141,1,3141,Biotechniker (ohne medizinische Fachberufe),3,3.350140159418,3.229993311397246,-3.5863230283961043,False,Mittel (0.33–0.66),1,1,1
19-4031.00,0.2094036025339718,0.2829605491844615,0.2563167393765761,0.3205975513759351,2113,1,2113,Chemiker,2,3.974386962397,2.954676445313163,-25.65705168449016,False,Niedrig (0–0.33),0,0,0
19-4042.00,0.3118120668854038,0.42396611391356,0.3769444802087956,0.4911224485965063,3111,1,3111,Chemo- und Physikotechniker,3,8.995486047674996,8.365162717972387,-7.007106968561465,False,Mittel (0.33–0.66),0,0,0
19-4043.00,0.296639276959686,0.3403000956002167,0.320596456019678,0.3668584993845172,2114,1,2114,Geologen und Geophysiker,2,1.3645087371050002,1.381838922881416,1.2700677764207162,False,Mittel (0.33–0.66),1,1,1
19-4051.00,0.1072681966172433,0.1412421431349914,0.1258712840170446,0.1631690129013858,3111,1,3111,Chemo- und Physikotechniker,3,8.995486047674996,8.365162717972387,-7.007106968561465,False,Niedrig (0–0.33),1,1,1
19-4051.02,0.04278129487164,0.0557873037822482,0.0498432632263718,0.0642552476059025,3111,1,3111,Chemo- und Physikotechniker,3,8.995486047674996,8.365162717972387,-7.007106968561465,False,Niedrig (0–0.33),0,0,0
19-4061.00,0.5555291412308432,0.7574353128089545,0.73003622433956,0.7916011346025655,2632,1,2632,"Soziologen, Anthropologen und verwandte Wissenschaftler",2,1.5603602284769995,1.418883811171202,-9.066907418159886,False,Hoch (0.66–1.0),0,0,0
19-4071.00,0.1280512149750629,0.171613164842616,0.1434460631223877,0.2126426454550476,2133,1,2133,Umweltwissenschaftler,2,3.499424292972,4.195820269836831,19.90030126565172,False,Niedrig (0–0.33),0,0,0
19-4092.00,0.1952048170128245,0.2724102958366053,0.2483590957930121,0.3062197499456436,2632,1,2632,"Soziologen, Anthropologen und verwandte Wissenschaftler",2,1.5603602284769995,1.418883811171202,-9.066907418159886,False,Niedrig (0–0.33),0,0,0
19-4099.03,0.4292718558753203,0.5738004212006715,0.5431872686133505,0.61462507658465,3111,1,3111,Chemo- und Physikotechniker,3,8.995486047674996,8.365162717972387,-7.007106968561465,False,Mittel (0.33–0.66),0,0,0
19-5011.00,0.3265257092129289,0.5272711499680811,0.4611763385245293,0.6223358622487056,2263,1,2263,Spezialisten in den Bereichen Umwelt- und Arbeitsmedizin sowie Hygiene,2,0.32615951275,0.3430628235210496,5.182528827238589,False,Mittel (0.33–0.66),0,0,0
19-5012.00,0.2521381373396654,0.3779389005539261,0.3236156355857196,0.456611723191665,3257,1,3257,Kontrolleure und Beauftragte in den Bereichen Umwelt- und Arbeitsmedizin sowie verwandte Berufe,3,1.93101920804,2.65008295629057,37.2375243734849,False,Mittel (0.33–0.66),0,0,0
21-1011.00,0.0321208484918049,0.0504917998313311,0.0424099275400029,0.0622520463200235,2635,1,2635,Sozialarbeiter,2,18.731495843976003,19.51812684940036,4.199509809449249,False,Niedrig (0–0.33),0,0,0
21-1013.00,0.0,0.0,0.0,0.0,2635,1,2635,Sozialarbeiter,2,18.731495843976003,19.51812684940036,4.199509809449249,False,Niedrig (0–0.33),0,0,0
21-1014.00,0.0881197111956508,0.135789367545046,0.1157746280339234,0.1648090408546092,2635,1,2635,Sozialarbeiter,2,18.731495843976003,19.51812684940036,4.199509809449249,False,Niedrig (0–0.33),0,0,0
21-1021.00,0.0,0.0,0.0,0.0,2635,1,2635,Sozialarbeiter,2,18.731495843976003,19.51812684940036,4.199509809449249,False,Niedrig (0–0.33),0,0,0
21-1022.00,0.0,0.0,0.0,0.0,2635,1,2635,Sozialarbeiter,2,18.731495843976003,19.51812684940036,4.199509809449249,False,Niedrig (0–0.33),0,0,0
21-1023.00,0.0,0.0,0.0,0.0,2635,1,2635,Sozialarbeiter,2,18.731495843976003,19.51812684940036,4.199509809449249,False,Niedrig (0–0.33),0,0,0
21-1091.00,0.0778410690937091,0.1243161771927886,0.1032883279220655,0.1549832661127357,2422,1,2422,Spezialisten in der strategischen Planung in Politik und Wirtschaft,2,2.9147980542490006,5.080192459807278,74.2896888654673,True,Niedrig (0–0.33),0,0,0
21-1092.00,0.1086071887921071,0.1499327119726232,0.1327238290820458,0.1745613300743922,2635,1,2635,Sozialarbeiter,2,18.731495843976003,19.51812684940036,4.199509809449249,False,Niedrig (0–0.33),0,0,0
21-1093.00,0.0,0.0,0.0,0.0,2635,1,2635,Sozialarbeiter,2,18.731495843976003,19.51812684940036,4.199509809449249,False,Niedrig (0–0.33),0,0,0
21-2011.00,0.0,0.0,0.0,0.0,2636,1,2636,Geistliche Seelsorger,2,5.976385258751999,5.897894664667229,-1.3133456209140169,False,Niedrig (0–0.33),0,0,0
21-2021.00,0.0,0.0,0.0,0.0,2636,1,2636,Geistliche Seelsorger,2,5.976385258751999,5.897894664667229,-1.3133456209140169,False,Niedrig (0–0.33),0,0,0
23-1012.00,0.335145521573071,0.4009959411131865,0.3948830297671797,0.4063613754391453,3411,1,3411,Fachkräfte für Rechts- und verwandte Angelegenheiten,3,12.039343043658002,12.144299740161111,0.8717809279335977,False,Mittel (0.33–0.66),1,1,1
23-1021.00,0.234961991810382,0.3325710797090459,0.3101451320317058,0.3633314813392223,2612,1,2612,Richter,2,1.7479735068289997,1.9882884851850045,13.748204845047132,False,Mittel (0.33–0.66),0,0,0
23-1022.00,0.2791900643850589,0.3742499087687936,0.3561517413357373,0.3980442495241436,2612,1,2612,Richter,2,1.7479735068289997,1.9882884851850045,13.748204845047132,False,Mittel (0.33–0.66),0,0,0
23-1023.00,0.2726854941126943,0.4040593130360878,0.3738866190687164,0.4458676643056469,2612,1,2612,Richter,2,1.7479735068289997,1.9882884851850045,13.748204845047132,False,Mittel (0.33–0.66),0,0,0
23-2011.00,0.2791244774198042,0.3414226873256502,0.3246858975441462,0.363472660773613,3411,1,3411,Fachkräfte für Rechts- und verwandte Angelegenheiten,3,12.039343043658002,12.144299740161111,0.8717809279335977,False,Mittel (0.33–0.66),1,1,1
23-2093.00,0.3548205193490281,0.40683931543783,0.4213677372202394,0.380857277898147,3315,1,3315,Schätzer und Schadensgutachter,3,3.6551101946799993,3.6223267584318464,-0.8969205988883489,False,Mittel (0.33–0.66),1,1,1
25-1011.00,0.3028133654239188,0.4553376269378151,0.3853815893062908,0.5569554864197989,2310,1,2310,Universitäts- und Hochschullehrer,2,16.214208988428997,17.17445899551822,5.922274763909165,False,Mittel (0.33–0.66),0,0,0
25-1022.00,0.3267536910074265,0.446591488621443,0.4176311841265673,0.4861481619457821,2310,1,2310,Universitäts- und Hochschullehrer,2,16.214208988428997,17.17445899551822,5.922274763909165,False,Mittel (0.33–0.66),0,0,0
25-1031.00,0.215271155533583,0.3403207071933773,0.2878113865582602,0.4166097183070053,2310,1,2310,Universitäts- und Hochschullehrer,2,16.214208988428997,17.17445899551822,5.922274763909165,False,Mittel (0.33–0.66),0,0,0
25-1032.00,0.4231760643620095,0.6767849109254053,0.6026813785267251,0.7825356022017039,2320,1,2320,Lehrkräfte im Bereich Berufsbildung,2,13.416577980547006,11.345376912521528,-15.4376255333406,False,Hoch (0.66–1.0),0,0,0
25-1041.00,0.178884660606215,0.2852281388120657,0.2408369746932987,0.3497466599017422,2310,1,2310,Universitäts- und Hochschullehrer,2,16.214208988428997,17.17445899551822,5.922274763909165,False,Niedrig (0–0.33),0,0,0
25-1042.00,0.2496611893176214,0.4028237988708773,0.3571992827207813,0.4680679059731353,2310,1,2310,Universitäts- und Hochschullehrer,2,16.214208988428997,17.17445899551822,5.922274763909165,False,Mittel (0.33–0.66),0,0,0
25-1043.00,0.3306686488712582,0.5593712838699041,0.5030386867832274,0.6393249549056629,2310,1,2310,Universitäts- und Hochschullehrer,2,16.214208988428997,17.17445899551822,5.922274763909165,False,Mittel (0.33–0.66),0,0,0
25-1051.00,0.3152782227731909,0.4805646306350639,0.4330324279672214,0.5479443053810586,2310,1,2310,Universitäts- und Hochschullehrer,2,16.214208988428997,17.17445899551822,5.922274763909165,False,Mittel (0.33–0.66),0,0,0
25-1052.00,0.2980483443412517,0.4644305675047013,0.4070887183226145,0.5468378543941055,2310,1,2310,Universitäts- und Hochschullehrer,2,16.214208988428997,17.17445899551822,5.922274763909165,False,Mittel (0.33–0.66),0,0,0
25-1053.00,0.2986416536113158,0.4617981569466533,0.402655027908382,0.5469616515734395,2310,1,2310,Universitäts- und Hochschullehrer,2,16.214208988428997,17.17445899551822,5.922274763909165,False,Mittel (0.33–0.66),0,0,0
25-1054.00,0.3112192993902935,0.498411203093334,0.4483092386321524,0.5695128049704798,2310,1,2310,Universitäts- und Hochschullehrer,2,16.214208988428997,17.17445899551822,5.922274763909165,False,Mittel (0.33–0.66),0,0,0
25-1061.00,0.2004988114949648,0.3292711906766312,0.2908502575199568,0.3843108246924296,2310,1,2310,Universitäts- und Hochschullehrer,2,16.214208988428997,17.17445899551822,5.922274763909165,False,Niedrig (0–0.33),0,0,0
25-1062.00,0.1866811535405644,0.2762951957452535,0.2326996148588664,0.3396945836309378,2310,1,2310,Universitäts- und Hochschullehrer,2,16.214208988428997,17.17445899551822,5.922274763909165,False,Niedrig (0–0.33),0,0,0
25-1063.00,0.4523482324309258,0.6556743759991607,0.5896042558031117,0.7494524347139716,2310,1,2310,Universitäts- und Hochschullehrer,2,16.214208988428997,17.17445899551822,5.922274763909165,False,Mittel (0.33–0.66),0,0,0
25-1064.00,0.3353286328346203,0.506057364919009,0.4681773723403087,0.5585570389609028,2310,1,2310,Universitäts- und Hochschullehrer,2,16.214208988428997,17.17445899551822,5.922274763909165,False,Mittel (0.33–0.66),0,0,0
25-1065.00,0.269574418221731,0.3876366763812938,0.3387359711450023,0.457994980191193,2310,1,2310,Universitäts- und Hochschullehrer,2,16.214208988428997,17.17445899551822,5.922274763909165,False,Mittel (0.33–0.66),0,0,0
25-1066.00,0.3028752753345086,0.4738223089575115,0.4272659026385872,0.5397883493617808,2310,1,2310,Universitäts- und Hochschullehrer,2,16.214208988428997,17.17445899551822,5.922274763909165,False,Mittel (0.33–0.66),0,0,0
25-1067.00,0.2452557503109554,0.3730530341835011,0.3285420064657721,0.4368988183567581,2310,1,2310,Universitäts- und Hochschullehrer,2,16.214208988428997,17.17445899551822,5.922274763909165,False,Mittel (0.33–0.66),0,0,0
25-1071.00,0.1560953011473654,0.2503604685439335,0.2090632218726902,0.3105280808968702,2310,1,2310,Universitäts- und Hochschullehrer,2,16.214208988428997,17.17445899551822,5.922274763909165,False,Niedrig (0–0.33),0,0,0
25-1081.00,0.1831154567384895,0.2756249171326951,0.2362938183719757,0.3325662097774051,2310,1,2310,Universitäts- und Hochschullehrer,2,16.214208988428997,17.17445899551822,5.922274763909165,False,Niedrig (0–0.33),0,0,0
25-1111.00,0.2121758224554156,0.3098369494303906,0.2618222443447667,0.3796090539978655,2310,1,2310,Universitäts- und Hochschullehrer,2,16.214208988428997,17.17445899551822,5.922274763909165,False,Niedrig (0–0.33),0,0,0
25-1112.00,0.2657555369554719,0.3880407174464952,0.3364396534870311,0.4624886198049109,2310,1,2310,Universitäts- und Hochschullehrer,2,16.214208988428997,17.17445899551822,5.922274763909165,False,Mittel (0.33–0.66),0,0,0
25-1113.00,0.1089726422364683,0.1752217786479042,0.1472076617992148,0.2159842384578027,2310,1,2310,Universitäts- und Hochschullehrer,2,16.214208988428997,17.17445899551822,5.922274763909165,False,Niedrig (0–0.33),0,0,0
25-1121.00,0.0199251504745162,0.028108874524195,0.0223877624962375,0.0365081573818343,2310,1,2310,Universitäts- und Hochschullehrer,2,16.214208988428997,17.17445899551822,5.922274763909165,False,Niedrig (0–0.33),0,0,0
