year,quarter,ch_isco_id,ch_isco_name,count_ads
2020,1,01100,Offiziere in regulären Streitkräften,13.83
2020,1,02100,Unteroffiziere in regulären Streitkräften,0.5
2020,1,03100,Angehörige der regulären Streitkräfte in sonstigen Rängen,2
2020,1,11110,Angehörige gesetzgebender Körperschaften,14.17
2020,1,11120,Leitende Verwaltungsbedienstete,610.33
2020,1,11140,Leitende Bedienstete von Interessenorganisationen,9
2020,1,11200,Geschäftsführer und Vorstände,1530.5
2020,1,12000,"Führungskräfte im kaufmännischen Bereich, onA",180.5
2020,1,12100,"Führungskräfte in der betrieblichen Administration und in unternehmensbezogenen Dienstleistungen, onA",152.17
2020,1,12110,Führungskräfte im Bereich Finanzen,294.84
2020,1,12120,Führungskräfte im Personalwesen,290
2020,1,12130,Führungskräfte in Unternehmenspolitik und -planung,1190.67
2020,1,12190,"Führungskräfte in der betrieblichen Administration und in unternehmensbezogenen Dienstleistungen, anderweitig nicht genannt",6637.78
2020,1,12210,"Führungskräfte in Vertrieb und Marketing, onA",1065.26
2020,1,12211,Führungskräfte in Vertrieb,19.59
2020,1,12212,Führungskräfte in Marketing,87.59
2020,1,12220,Führungskräfte in Werbung und Öffentlichkeitsarbeit,129.42
2020,1,12230,Führungskräfte in Forschung und Entwicklung,254.67
2020,1,13110,Führungskräfte in der Produktion in Land- und Forstwirtschaft,33.83
2020,1,13210,Führungskräfte in der Produktion von Waren,399.26
2020,1,13230,"Führungskräfte in der Produktion im Bau, onA",188
2020,1,13240,"Führungskräfte in der Beschaffung, Logistik und in verwandten Bereichen",437.02
2020,1,13300,Führungskräfte in der Erbringung von Dienstleistungen im Bereich Informations- und Kommunikationstechnologie,1211.08
2020,1,13410,Führungskräfte in der Erbringung von Dienstleistungen der Kinderbetreuung,55.83
2020,1,13420,Führungskräfte in der Gesundheitsversorgung,475.35
2020,1,13430,Führungskräfte in der Erbringung von Dienstleistungen für Menschen im Alter,37
2020,1,13440,Führungskräfte in der Erbringung von Dienstleistungen der sozialen Institutionen,19
2020,1,13450,Führungskräfte in der Erbringung von Dienstleistungen des Bildungswesens,271.33
2020,1,13460,"Führungskräfte in der Erbringung von Finanz- und Versicherungsdienstleistungen, onA",143.67
2020,1,13461,Führungskräfte in der Erbringung von Finanz- und Versicherungsdientleistungen,11.5
2020,1,13490,"Führungskräfte in der Erbringung von spezialisierten Dienstleistungen, anderweitig nicht genannt",397.27
2020,1,14000,"Führungskräfte in Hotels und Restaurants, im Handel und in der Erbringung sonstiger Dienstleistungen, onA",531.5
2020,1,14110,Führungskräfte in Hotels,44.5
2020,1,14120,Führungskräfte in Restaurants,243.01
2020,1,14200,Führungskräfte in Gross- und Einzelhandel,156.5
2020,1,14310,"Führungskräfte in der Erbringung von Dienstleistungen im Bereich Sport, Erholung und Kultur",10.18
2020,1,14390,"Führungskräfte in der Erbringung von Dienstleistungen, anderweitig nicht genannt",170.5
2020,1,20000,"Intellektuelle und wissenschaftliche Berufe, onA",1387.5
2020,1,21000,"Naturwissenschaftler, Mathematiker und Ingenieure, onA",9.75
2020,1,21110,Physiker und Astronomen,72.08
2020,1,21120,Meteorologen,5
2020,1,21130,Chemiker,108.67
2020,1,21140,Geologen und Geophysiker,21
2020,1,21200,"Mathematiker, Aktuare und Statistiker",166.87
2020,1,21300,"Biowissenschaftler, onA",203.67
2020,1,21310,"Biologen, Botaniker, Zoologen und verwandte Berufe",66.2
2020,1,21320,"Agrar-, Forst- und Fischereiwissenschaftler und -berater",12.17
2020,1,21330,Umweltwissenschaftler,17.5
2020,1,21400,"Ingenieurwissenschaftler (ohne Elektrotechnik, Elektronik und Telekommunikation), onA",5.5
2020,1,21410,Prozess- und Produktionsingenieure,129.83
2020,1,21420,Bauingenieure,418.5
2020,1,21430,Umweltschutzingenieure,45.33
2020,1,21440,"Maschinenbau-, Mechatronik- und Systemtechnikingenieure, onA",121.08
2020,1,21442,Mechatronik- und Systemtechnikingenieure,7
2020,1,21450,Chemieingenieure,21.5
2020,1,21460,"Bergbauingenieure, Metallurgen und verwandte Berufe",10.5
2020,1,21490,"Ingenieure, anderweitig nicht genannt",3356.73
2020,1,21510,Ingenieure im Bereich Elektrotechnik,190.5
2020,1,21520,Ingenieure im Bereich Elektronik,89
2020,1,21530,Ingenieure im Bereich Telekommunikationstechnik,16.5
2020,1,21610,Architekten,527.33
2020,1,21620,Landschaftsarchitekten,68.92
2020,1,21630,Produkt- und Textildesigner,145.83
2020,1,21640,"Raum-, Stadt- und Verkehrsplaner",103.25
2020,1,21650,Kartografen und Vermessungsingenieure,150.97
2020,1,21660,Grafik- und Multimediadesigner,496.15
2020,1,22000,"Spezialisten in Gesundheitsberufen, onA",47.33
2020,1,22110,Allgemeinärzte,1486.33
2020,1,22120,Fachärzte,580.83
2020,1,22210,"Pflegedienstleiter und Pflegefachkräfte, onA",3812.3
2020,1,22211,Pflegedienstleiter,49.33
2020,1,22212,Pflegefachkräfte,14.83
2020,1,22213,Pflegefachkräfte mit Spezialisierung,616.1
2020,1,22220,Geburtshilfespezialisten,93.67
2020,1,22300,Spezialisten der traditionellen und komplementären Medizin,9.5
2020,1,22500,Tierärzte,41.83
2020,1,22610,Zahnärzte,87
2020,1,22620,Apotheker,416.58
2020,1,22630,Spezialisten in den Bereichen Umwelt- und Arbeitsmedizin sowie Hygiene,43.33
2020,1,22640,Physiotherapeuten,450.87
2020,1,22650,Diätologen und Ernährungsberater,51.83
2020,1,22660,Audiologen und Sprachtherapeuten,248.37
2020,1,22670,Optometristen und Orthoptisten,13.33
2020,1,22690,"Spezialisten in Gesundheitsberufen, anderweitig nicht genannt",728.78
2020,1,23000,"Lehrkräfte, onA",2135.92
2020,1,23100,Universitäts- und Hochschullehrer,1106.95
2020,1,23200,Lehrkräfte im Bereich Berufsbildung,268
2020,1,23300,Lehrkräfte im Sekundarbereich,285
2020,1,23410,Lehrkräfte im Primarbereich,520.33
2020,1,23420,Lehrkräfte und Erzieher im Vorschulbereich,419.25
2020,1,23510,Pädagogik- und Didaktikspezialisten,370.37
2020,1,23520,Lehrkräfte im Bereich Sonderpädagogik,796.48
2020,1,23530,Sprachlehrer,238.33
2020,1,23540,Musiklehrer,31.83
2020,1,23550,Kunstlehrer,35
2020,1,23560,Ausbilder im Bereich Informationstechnologie,12.5
2020,1,23590,"Lehrkräfte, anderweitig nicht genannt",511.5
2020,1,24100,"Spezialisten im Bereich Finanzen, onA",119.17
2020,1,24110,"Wirtschaftsprüfer, Steuerberater und verwandte Berufe",911.33
2020,1,24120,Finanz- und Anlageberater,766.67
2020,1,24130,Finanzanalysten,447.5
2020,1,24210,Spezialisten im Bereich Management- und Organisationsanalyse,1065.83
2020,1,24220,Spezialisten in der strategischen Planung in Politik und Wirtschaft,375.12
2020,1,24230,Berufsberater und -analytiker und vergleichbare Spezialisten der Personalwesen,1129.75
2020,1,24240,Fachkräfte in Personalschulung und -entwicklung,192.42
2020,1,24300,"Spezialisten in Vertrieb, Marketing und Öffentlichkeitsarbeit, onA",881.7
2020,1,24310,Fachkräfte in Marketing und Werbung,2899.67
2020,1,24320,Fachkräfte in der Öffentlichkeitsarbeit,362
2020,1,24330,"Technische Verkaufsfachkräfte (ohne Informations- und Kommunikationstechnologie), onA",217.67
2020,1,24331,"Technische Verkaufsfachkräfte (ohne Informations- und Kommunikationstechnologie), Technik",115
2020,1,24340,"Technische Verkaufsfachkräfte, Informations- und Kommunikationstechnologie",44.67
2020,1,25000,"Spezialisten in der Informations- und Kommunikationstechnologie, onA",32.5
2020,1,25100,"Entwickler und Analytiker von Software und Anwendungen (ohne Informatikingenieur), onA",49.5
2020,1,25101,Informatikingenieure,76.67
2020,1,25110,"Systemanalytiker, onA",1315.78
2020,1,25120,"Softwareentwickler, onA",3054
2020,1,25121,"Softwareentwickler, Softwareengineering",1240.59
2020,1,25122,"Softwareentwickler, Wirtschafsinformatik",139.25
2020,1,25123,"Softwareentwickler, System-Engineering und Architektur",152.5
2020,1,25124,"Softwareentwickler, Projektmanagement",138.83
2020,1,25130,Mediamatiker,862.9
2020,1,25140,Anwendungsprogrammierer,202.83
2020,1,25190,"Entwickler und Analytiker von Software und Anwendungen, anderweitig nicht genannt (ohne Qualität und Testing)",731.17
2020,1,25191,"Entwickler und Analytiker von Software und Anwendungen, Qualität und Testing",201.17
2020,1,25210,Datenbankentwickler und -administratoren,475.07
2020,1,25220,Systemadministratoren,1649.13
2020,1,25230,Fachkräfte für Computernetzwerke,439.08
2020,1,25290,"Fachkräfte für Datenbanken und Netzwerke, anderweitig nicht genannt (ohne Sicherheitsmanagement und Data Mining)",1665.58
2020,1,25291,"Akademische und vergleichbare Fachkräfte für Datenbanken und Netzwerke, Sicherheitsmanagement und Data Mining",14
2020,1,26110,Anwälte,335.87
2020,1,26120,Richter,37
2020,1,26190,"Juristen, anderweitig nicht genannt (ohne Notaren)",829.58
2020,1,26191,"Juristen, anderweitig nicht genannt, Notaren",117
2020,1,26210,Archiv- und Museumswissenschaftler,39.13
2020,1,26220,Bibliothekswissenschaftler und verwandte Informationswissenschaftler,583.2
2020,1,26310,Volkswirtschaftler,86.08
2020,1,26320,"Soziologen, Anthropologen und verwandte Wissenschaftler",8.5
2020,1,26330,"Philosophen, Historiker und Politologen",25.92
2020,1,26340,Psychologen,386.33
2020,1,26350,Sozialarbeiter,636.42
2020,1,26360,Geistliche Seelsorger,139
2020,1,26410,Autoren und verwandte schriftstellerische Berufe,223.17
2020,1,26420,Journalisten,130.67
2020,1,26430,"Übersetzer, Dolmetscher und andere Linguisten",75.83
2020,1,26510,Bildende Künstler,4.17
2020,1,26520,"Musiker, Sänger und Komponisten",39
2020,1,26540,Regisseure und Produzenten im Film- und Bühnenbereich sowie in verwandten Bereichen,29.83
2020,1,26550,Schauspieler,34.08
2020,1,26560,"Sprecher im Rundfunk, Fernsehen und sonstigen Medien",16.83
2020,1,26590,"Bildende und darstellende Künstler, anderweitig nicht genannt",8.67
2020,1,30000,"Techniker und gleichrangige nichttechnische Berufe (ohne Projekt- und Gruppenleiter), onA",773.53
2020,1,30001,"Projektleiter, onA",106.5
2020,1,31110,"Chemo- und Physikotechniker, onA",158.81
2020,1,31120,"Bauführer und Bautechniker, onA",1223.34
2020,1,31130,Elektrotechniker,367.25
2020,1,31140,Techniker im Bereich Elektronik,29
2020,1,31150,"Maschinenbautechniker, Techniker im Bereich Systemtechnik, Automation und Unternehmensprozesse, onA",17.67
2020,1,31153,Techniker im Bereich Unternehmensprozesse,17.08
2020,1,31160,Chemiebetriebs- und Verfahrenstechniker,3.5
2020,1,31180,"Technische Zeichner, onA",798.48
2020,1,31181,"Technische Zeichner, Maschinen",23.83
2020,1,31182,"Technische Zeichner, Bau",642.42
2020,1,31183,"Technische Zeichner, Gebäudetechnik",250.42
2020,1,31190,"Material- und ingenieurtechnische Fachkräfte, anderweitig nicht genannt",167.06
2020,1,31220,Produktionsleiter bei der Herstellung von Waren,470.17
2020,1,31230,"Poliere und Vorarbeiter, onA",370.37
2020,1,31231,Poliere und Vorarbeiter des Bauhauptgewerbes,4.83
2020,1,31232,Poliere und Vorarbeiter des Ausbaugewerbes,92
2020,1,31310,Steuerer von Energieerzeugungsanlagen,2
2020,1,31320,Steuerer von Verbrennungs- und Wasserbehandlungsanlagen,31.67
2020,1,31390,"Techniker in der Prozesssteuerung, anderweitig nicht genannt",54.83
2020,1,31410,Biotechniker (ohne medizinische Fachberufe),167.5
2020,1,31420,Agrartechniker,5.67
2020,1,31430,Forsttechniker,1.83
2020,1,31520,"Schiffsführer, nautische Schiffsoffiziere und Schiffslotsen",8.83
2020,1,31530,Flugzeugpiloten und verwandte Berufe,57
2020,1,31540,Flugverkehrslotsen,6.67
2020,1,31550,Flugsicherungstechniker,0.5
2020,1,32100,"Medizinische und pharmazeutische Fachberufe, onA",12.33
2020,1,32110,Medizintechniker im Bereich bildgebende Verfahren und Therapiegeräte,229.08
2020,1,32120,Medizintechniker im Bereich Labor und Pathologie,8.5
2020,1,32130,Pharmazeutische Techniker und Assistenten,669.23
2020,1,32140,Medizinische und zahnmedizinische Prothetiktechniker,173.33
2020,1,32210,Fachkräfte Gesundheit und Pflege (mittlere Stufe),1915.82
2020,1,32300,Fachkräfte in traditioneller und komplementärer Medizin,1
2020,1,32400,Veterinärmedizinische Fachkräfte und Assistenten,27.33
2020,1,32510,Zahnmedizinische Assistenten und Dentalhygieniker,122
2020,1,32520,Fachkräfte im Bereich medizinische Dokumentation und Information,196.75
2020,1,32540,Augenoptiker,208.83
2020,1,32550,Physiotherapeutische Techniker und Assistenten,84.83
2020,1,32560,Medizinische Assistenten,616.83
2020,1,32570,Kontrolleure und Beauftragte in den Bereichen Umwelt- und Arbeitsmedizin sowie verwandte Berufe,17
2020,1,32580,Rettungsdienstpersonal,49
2020,1,32590,"Assistenzberufe im Gesundheitswesen, anderweitig nicht genannt",206.5
2020,1,33100,"Fachkräfte im Bereich Finanzen und mathematische Verfahren, onA",341.75
2020,1,33110,"Wertpapierhändler, -makler und Finanzmakler",200
2020,1,33120,Fachkräfte im Bereich Kredit und Darlehen,196.67
2020,1,33130,Fachkräfte im Rechnungswesen,380.75
2020,1,33140,"Statistische, mathematische und verwandte Fachkräfte",4
2020,1,33150,Schätzer und Schadensgutachter,36.5
2020,1,33210,Versicherungsvertreter,456.92
2020,1,33220,Verkaufsfachkräfte,4895.17
2020,1,33230,Einkäufer,788.17
2020,1,33240,Handelsmakler,28.17
2020,1,33300,"Fachkräfte für unternehmensbezogene Dienstleistungen, onA",1090.58
2020,1,33310,Fachkräfte für Abrechnungs- und Speditionsdienstleistungen,243.5
2020,1,33320,Konferenz- und Veranstaltungsplaner,222.76
2020,1,33330,Arbeits- und Personalvermittler,81.83
2020,1,33340,Immobilienmakler und -verwalter,506.83
2020,1,33390,"Fachkräfte für unternehmensbezogene Dienstleistungen, anderweitig nicht genannt",99.33
2020,1,33400,"Sekretariatsfachkräfte, onA",374.67
2020,1,33410,Sekretariatsleiter,29
2020,1,33420,Sekretariatsfachkräfte im juristischen Bereich,240.33
2020,1,33430,Sekretariatsfachkräfte in Verwaltung und Geschäftsleitung,934.17
2020,1,33440,Sekretariatsfachkräfte im Gesundheitswesen,346
2020,1,33500,"Fachkräfte in der öffentlichen Verwaltung, onA",68.17
2020,1,33510,Fachkräfte im Zolldienst und Grenzschutz,8
2020,1,33520,Fachkräfte in der Steuerverwaltung,80.83
2020,1,33530,Fachkräfte in Sozialverwaltung und -versicherung,223.63
2020,1,33550,Polizeikommissare und Kriminalbeamte,67.83
2020,1,33590,"Fachkräfte in der öffentlichen Verwaltung, anderweitig nicht genannt",21.5
2020,1,34110,Fachkräfte für Rechts- und verwandte Angelegenheiten,82.33
2020,1,34120,Soziale Fachkräfte,69.33
2020,1,34210,Athleten und Berufssportler,3
2020,1,34220,"Sportlehrer, Sporttrainer und Sportfunktionäre",123.33
2020,1,34230,Trainer und Betreuer im Bereich Fitness und Erholung,420.17
2020,1,34310,Fotografen,14
2020,1,34320,Raumgestalter und Dekorateure,103.5
2020,1,34330,"Fachkräfte in Kunstgalerien, Museen und Bibliotheken",63
2020,1,34340,"Küchenchefs, stv. Küchenchefs und Souschefs",882.67
2020,1,34350,Sonstige Fachkräfte in Gestaltung und Kultur,43.7
2020,1,35000,"Informations- und Kommunikationstechniker, onA",729.87
2020,1,35100,"Techniker für den Betrieb von Informations- und Kommunikationstechnologie und für die Anwenderbetreuung, onA",44.83
2020,1,35110,Techniker für den Betrieb von Informations- und Kommunikationstechnologie,40.33
2020,1,35120,Techniker für die Anwenderbetreuung in der Informations- und Kommunikationstechnologie,1137
2020,1,35130,Techniker für Computernetzwerke und -systeme,16.5
2020,1,35140,Webmaster,19.67
2020,1,35210,Techniker für Rundfunk und audiovisuelle Medien,112.77
2020,1,41100,Allgemeine Bürokräfte,1910.25
2020,1,41200,Sekretariatskräfte (allgemein),1462.73
2020,1,41300,"Schreibkräfte und Datenerfasser, onA",7
2020,1,41320,Datenerfasser,21.5
2020,1,42000,"Bürokräfte mit Kundenkontakt, onA",27.5
2020,1,42110,"Schalterbedienstete und Fachkräfte im Bereich Finanzdienstleistungen, onA",188.58
2020,1,42120,"Buchmacher, Croupiers und verwandte Berufe im Bereich Glücks- und Wettspiele",20.5
2020,1,42140,Inkassobeauftragte und verwandte Berufe,54
2020,1,42210,Reiseverkehrsfachkräfte,195.83
2020,1,42220,Kundeninformationsfachkräfte in Call Centers,202.83
2020,1,42230,Telefonisten,44
2020,1,42240,Hotelrezeptionisten,77.17
2020,1,42260,Empfangskräfte (allgemein),765.95
2020,1,42270,Interviewer im Bereich Umfragen und Marktforschung,7
2020,1,42290,"Berufe im Bereich Kundeninformation, anderweitig nicht genannt",2
2020,1,43110,Bürokräfte im Rechnungswesen und in der Buchhaltung,858.33
2020,1,43120,"Bürokräfte in der Statistik, im Finanz- und Versicherungswesen",640.97
2020,1,43130,Bürokräfte in der Lohnbuchhaltung,166.33
2020,1,43200,"Bürokräfte im Bereich Materialwirtschaft und Transport und verwandte Berufe, onA",5
2020,1,43210,Fachkräfte in der Lagerwirtschaft,1216.78
2020,1,43220,Bürokräfte in der Material- und Fertigungsplanung und verwandte Berufe,596.58
2020,1,43230,Bürokräfte in der Transportwirtschaft und verwandte Berufe,436.83
2020,1,44110,Bibliotheksassistenten,1
2020,1,44120,Postverteiler und -sortierer,70
2020,1,44130,"Kodierer, Korrekturleser und verwandte Bürokräfte",18.33
2020,1,44150,Bürokräfte für Registratur und Dokumentation,28
2020,1,44160,Bürokräfte im Personalwesen,380.5
2020,1,44190,"Bürokräfte und verwandte Berufe, anderweitig nicht genannt, onA",1946.83
2020,1,44191,"Bürokräfte und verwandte Berufe, Marketing und Werbung",263.03
2020,1,44192,"Bürokräfte und verwandte Berufe, Verkauf",840.42
2020,1,51110,Reisebegleiter und Stewards,46.5
2020,1,51120,Schaffner,138
2020,1,51130,Reiseleiter/Fremdenführer,26.33
2020,1,51200,Köche,2365.6
2020,1,51311,Chefs de Service in Restaurants,297.83
2020,1,51312,Servicefachkräfte in Restaurants,2938.07
2020,1,51313,Servicehilfskräfte in Restaurants,296.83
2020,1,51320,Barkeeper,278.83
2020,1,51410,Coiffeurs,216.33
2020,1,51420,Kosmetiker und verwandte Berufe,110.42
2020,1,51500,"Hauswarte und Hauswirtschaftsleiter, onA",123.33
2020,1,51510,"Reinigungs- und Hauswirtschaftleiter und -kräfte in Büros, Hotels und anderen Einrichtungen, onA",208.5
2020,1,51512,"Reinigungs- und Hauswirtschaftskräfte in Büros, Hotels und anderen Einrichtungen",244
2020,1,51520,Hauswirtschafter in Privathaushalten,498.25
2020,1,51530,Hauswarte,971.09
2020,1,51630,Bestatter und Einbalsamierer,1.5
2020,1,51640,Tierpfleger und -betreuer,95.83
2020,1,51650,Fahrschullehrer,22
2020,1,51690,"Berufe im Bereich personenbezogener Dienstleistungen, anderweitig nicht genannt",3
2020,1,52110,Verkaufsstand- und Marktverkäufer,1.5
2020,1,52210,Leiter eines Einzelhandelsgeschäftes,784.58
2020,1,52220,Verkaufsaufsichtskräfte in Handelsgeschäften,192
2020,1,52230,Verkäufer  in Handelsgeschäften,6196.67
2020,1,52300,Kassierer und Kartenverkäufer,631.67
2020,1,52400,"Sonstige Verkaufskräfte, onA",3
2020,1,52410,Mannequins/Dressmen und sonstige Modelle,29.17
2020,1,52420,Produktvorführer,84.42
2020,1,52430,Haustürverkäufer,13
2020,1,52450,Tankwarte,4
2020,1,52460,Imbissverkäufer,34
2020,1,52490,"Verkaufskräfte, anderweitig nicht genannt",630.75
2020,1,53110,Kinderbetreuer,527.92
2020,1,53120,Lernbetreuer,139.25
2020,1,53210,Pflegehelfer in Institutionen,987.85
2020,1,53222,Haus- und Familienbetreuer,663.23
2020,1,54110,Feuerwehrleute,12.5
2020,1,54120,Polizisten (ohne Polizeikommissare),90.33
2020,1,54130,Gefängnisaufseher,36.5
2020,1,54140,Sicherheitsdienstleistungspersonal,315.5
2020,1,54190,"Schutzkräfte und Sicherheitsbedienstete, anderweitig nicht genannt",271.17
2020,1,61110,Gemüseanbauer,12.75
2020,1,61120,"Obst- und Beerenanbauer, onA",14.5
2020,1,61130,"Gärtner, Gartenbau und Pflanzenproduktion, onA",423.67
2020,1,61212,Nutztierhalter (Pferde),1
2020,1,61300,Landwirte mit Ackerbau und Tierhaltung (ohne ausgeprägten Schwerpunkt),35.95
2020,1,62100,Forstarbeitskräfte und verwandte Berufe,43.5
2020,1,62220,Binnen- und Küstenfischer,2
2020,1,62240,Jäger und Fallensteller,4.33
2020,1,70000,"Handwerks- und verwandte Berufe, onA",61.03
2020,1,71100,"Baukonstruktions- und verwandte Berufe, onA",6.5
2020,1,71120,"Maurer und verwandte Berufe, onA",175.3
2020,1,71121,Maurer und verwandte Berufe (ohne Ofenbau),27.33
2020,1,71122,"Maurer und verwandte Berufe, Ofenbau",12.5
2020,1,71130,"Steinmetze, Steinspalter, -bearbeiter und Steinbildhauer",16.83
2020,1,71140,"Betonierer, Betonoberflächenfertiger und verwandte Berufe",5.33
2020,1,71150,"Zimmerleute, Bautischler, Storenmonteure, Bootbauer, onA",41.17
2020,1,71151,Zimmerleute,187.17
2020,1,71152,Schreiner,338.45
2020,1,71153,Storenmonteure,26.5
2020,1,71190,"Baukonstruktions- und verwandte Berufe, anderweitig nicht genannt",68.37
2020,1,71210,Dachdecker,98
2020,1,71220,Boden- und Fliesenleger,100
2020,1,71230,"Gipser, Trockenbauer",97.8
2020,1,71241,"Isolierer, Gebäudehüllen",26.63
2020,1,71250,Glaser,18
2020,1,71260,"Bauspengler und Sanitär- und Heizungsinstallateure, onA",95.08
2020,1,71261,Heizungsinstallateure,378.17
2020,1,71262,Bauspengler,171.83
2020,1,71263,Sanitärinstallateure,318
2020,1,71270,"Klima-, Kälte, und Lüftungsanlagenbauer, onA",247.5
2020,1,71310,Maler und verwandte Berufe,82.88
2020,1,71320,Lackierer und verwandte Berufe,133.92
2020,1,71330,Fassadenreiniger und Schornsteinfeger/Rauchfangkehrer,11
2020,1,72001,Polymechaniker und Produktionsmechaniker,907.73
2020,1,72101,Anlagen- und Apparatebauer,137.2
2020,1,72110,Former und Kernmacher (für Metallguss),12
2020,1,72120,Schweisser und Brennschneider,38
2020,1,72130,Blechkaltverformer,0.33
2020,1,72140,Baumetallverformer und Metallbauer,263.08
2020,1,72210,"Grobschmiede, Hammerschmiede und Schmiedepresser",0.5
2020,1,72220,Werkzeugmechaniker und verwandte Berufe,74.83
2020,1,72230,Werkzeugmaschineneinrichter und -bediener,162.58
2020,1,72240,"Metallpolierer, Rundschleifer und Werkzeugschärfer",41.83
2020,1,72310,Kraftfahrzeugmechaniker und -schlosser,899.88
2020,1,72320,Flugmotorenmechaniker und -schlosser,70.33
2020,1,72330,Landmaschinen- und Industriemaschinenmechaniker und -schlosser,461.92
2020,1,72340,Fahrradmechaniker und verwandte Berufe,97
2020,1,73110,"Uhrmacher, Uhrenarbeiter, Mikromechaniker, onA",36.5
2020,1,73111,Uhrmacher,47
2020,1,73112,Uhrenarbeiter,22
2020,1,73113,Mikromechaniker,6.33
2020,1,73120,Musikinstrumentenbauer und -stimmer,8.5
2020,1,73130,Schmuckwarenhersteller und Edelmetallbearbeiter,32.5
2020,1,73140,Keramiker und verwandte Berufe,1
2020,1,73160,"Schildermaler, Dekormaler, Graveure und Ätzer",1
2020,1,73210,Techniker in der Druckvorstufe,70.5
2020,1,73220,Drucker,60.5
2020,1,73230,Berufe in der Druckweiterverarbeitung und Buchbinder,25
2020,1,74110,Bauelektriker und verwandte Berufe,1532.21
2020,1,74120,Automatiker und verwandte Berufe,445.62
2020,1,74130,Elektroleitungsinstallateure und Wartungspersonal,1225.45
2020,1,74210,Elektroniker und Elektronik-Servicetechniker,209.42
2020,1,74220,Installateure und Servicetechniker im Bereich Informations- und Kommunikationstechnik,11
2020,1,75110,"Metzger, Fischhändler und -verarbeiter und verwandte Berufe",520.83
2020,1,75120,"Bäcker, Konditoren und Konfektmacher",412
2020,1,75130,Molkerei- und Käsereifachkräfte,49
2020,1,75200,"Holzbearbeiter, Möbeltischler und verwandte Berufe, onA",23.17
2020,1,75230,Einrichter und Bediener von Holzbearbeitungsmaschinen,1.33
2020,1,75310,"Herren- und Damenschneider, Kürschner und Hutmacher",12
2020,1,75330,"Näher, Sticker und verwandte Berufe",2
2020,1,75340,Polsterer und verwandte Berufe,8.5
2020,1,75360,Schuhmacher und verwandte Berufe,5
2020,1,75410,Taucher,10.75
2020,1,75430,Produkttester und -klassierer (ohne Nahrungsmittel und Getränke),17.5
2020,1,75440,Kammerjäger und andere Schädlingsbekämpfungsberufe,3
2020,1,75490,"Handwerks- und verwandte Berufe, anderweitig nicht genannt",39.83
2020,1,81000,"Bediener stationärer Anlagen und Maschinen, onA",648.58
2020,1,81110,Bergleute und Grubenarbeiter,17
2020,1,81130,Tiefbohrer und verwandte Berufe,12.33
2020,1,81140,"Bediener von Maschinen zur Herstellung und Verarbeitung von Zement, Steinen und sonstigen Mineralien",28.08
2020,1,81210,Bediener von Anlagen in der Metallerzeugung und -umformung,6.5
2020,1,81220,"Bediener von Anlagen zur Metallveredlung, Plattierung und Beschichtung von Metallen",49.5
2020,1,81420,Bediener von Maschinen zur Herstellung von Kunststoffwaren,63.33
2020,1,81520,"Bediener von Web-, Strick- und Wirkmaschinen",1
2020,1,81530,Bediener von Nähmaschinen,5
2020,1,81550,Bediener von Pelz- und Lederzurichtungs- und -vorbereitungsmaschinen,1
2020,1,81570,Bediener von Wäschereimaschinen,91
2020,1,81590,"Bediener von Maschinen zur Herstellung von Textil-, Pelz- und Lederwaren, anderweitig nicht genannt",6.5
2020,1,81600,"Bediener von Maschinen zur Herstellung von Nahrungs- und Genussmitteln, onA",49.5
2020,1,81602,"Bediener von Maschinen zur Herstellung von Nahrungs- und Genussmitteln, Weintechnologe",78.83
2020,1,81710,Bediener von Anlagen zur Zellstoff- und Papierherstellung,4
2020,1,81720,Bediener von Anlagen zur Holzaufbereitung,8.17
2020,1,81890,"Bediener stationärer Anlagen und Maschinen, anderweitig nicht genannt",16
2020,1,82120,Berufe der Montage von elektrischen und elektronischen Geräten,97
2020,1,82190,"Montageberufe, anderweitig nicht genannt",939.03
2020,1,83110,Lokomotivführer,33.5
2020,1,83120,"Bediener von Sicherungs-, Signal- und Leittechnik im Schienennetzbetrieb",31
2020,1,83210,Motorradfahrer,3.82
2020,1,83220,"Personenkraftwagen-, Taxi-, Kleintransporter- und Kleinbusfahrer",196.82
2020,1,83310,Busfahrer und Strassenbahnführer,91.23
2020,1,83320,Fahrer schwerer Lastkraftwagen,651.57
2020,1,83421,"Führer von Erdbewegungs- und verwandten Maschinen, Strassenbau",146.17
2020,1,83430,"Kranführer, Aufzugmaschinisten und Bediener verwandter Hebeeinrichtungen, onA",15.5
2020,1,83431,"Kranführer, Aufzugmaschinisten und Bediener verwandter Hebeeinrichtungen (ohne Seilbahn)",93.7
2020,1,83440,Gabelstaplerfahrer und verwandte Berufe,12.5
2020,1,83500,Deckspersonal auf Schiffen und verwandte Berufe,10.92
2020,1,90000,"Hilfsarbeitskräfte, onA",238.95
2020,1,91100,"Reinigungspersonal und Hilfskräfte in Privathaushalten, Hotels und Büros, onA",3
2020,1,91110,Reinigungspersonal und Hilfskräfte in Privathaushalten,295.87
2020,1,91120,"Reinigungspersonal und Hilfskräfte in Büros, Hotels und anderen Einrichtungen",4
2020,1,91210,Handwäscher und Handbügler,1.5
2020,1,91220,Fahrzeugreiniger,59.33
2020,1,92130,Hilfsarbeiter in Ackerbau und Tierhaltung (ohne ausgeprägten Schwerpunkt),16.75
2020,1,92140,Hilfsarbeiter im Gartenbau,15.17
