ch_isco_4digit,ads_2020,ads_2021,ads_2022,ads_2023,ads_2024,ads_2025,delta_x28,delta_x28_pre,did_x28,is_outlier_x28,main_group
2166,431.2425,620.0225,729.5725,540.37,463.2775,404.54,-36.500142206566174,69.17917413056458,-105.67931633713076,False,2
2200,40.667500000000004,56.667500000000004,81.1075,81.08500000000001,76.1425,75.275,-6.121505409487413,99.44058523390913,-105.56209064339654,False,2
2211,1448.27,1655.63,1787.9775,1811.7725,1610.02,1615.2525,-9.9530055607523,23.45608898893162,-33.40909454968392,False,2
2212,556.665,656.265,808.1075,865.4075,726.8675,687.9025,-10.053117932948279,45.16944661510963,-55.2225645480579,False,2
2221,4381.1125,4853.5425,5921.97,5984.4574999999995,5266.96,5016.925,-11.06067744348587,35.17046184045719,-46.231139283943065,False,2
2222,68.89750000000001,96.23,119.605,85.96000000000001,64.0,62.3875,-46.49053133230217,73.59846148263723,-120.0889928149394,False,2
2250,45.835,46.5,77.0025,67.23,46.81,86.145,-39.20976591669101,67.99934547834623,-107.20911139503724,False,2
2261,96.875,106.5,144.4575,150.1025,140.84,147.8425,-2.504196736064245,49.117419354838724,-51.62161609090297,False,2
2262,420.895,425.3125,685.5024999999999,570.625,368.2325,336.105,-46.28283631350724,62.86781738913505,-109.15065370264229,False,2
2263,48.332499999999996,67.5825,83.0,91.1875,76.75,69.3925,-7.530120481927711,71.7270987430818,-79.25721922500951,False,2
2264,387.53999999999996,450.6,506.0175,459.8325,415.3,482.3025,-17.927739653272855,30.57168292305311,-48.49942257632597,False,2
2265,42.57,71.23,82.25,73.97749999999999,59.5,70.2075,-27.659574468085108,93.21118158327461,-120.87075605135972,False,2
