ch_isco_4digit,ads_2020,ads_2021,ads_2022,ads_2023,ads_2024,ads_2025,main_group,delta_2020_2021,delta_2021_2022,delta_2022_2023,delta_2023_2024
2643,75.0,88.91499999999999,106.0,79.125,82.9975,68.78999999999999,2,18.55333333333332,19.21498059944892,-25.35377358490566,4.894154818325437
3000,781.665,965.04,1318.735,1332.6074999999998,1164.5275,1135.78,3,23.45953829325862,36.65081240155848,1.0519550933280717,-12.61286612899897
3111,138.37,153.895,177.6675,163.12,134.0,126.0,3,11.21991761219918,15.447220507488858,-8.188047898462008,-17.85188818048063
3112,1115.0225,1319.75,1513.5349999999999,1548.5325,1445.5975,1437.75,3,18.36084025210253,14.683462777041095,2.3123019949984758,-6.6472611972948545
3113,322.9375,381.4575,523.48,572.935,550.47,460.0575,3,18.121153473969414,37.23153955552061,9.447352334377612,-3.921038163142402
3118,1565.2775000000001,1770.105,2164.0150000000003,2122.7275,1997.0,1949.5349999999999,3,13.085698861703426,22.253482138065273,-1.907911913734441,-5.922922278059712
3119,150.8075,204.0,262.9175,281.4325,228.685,192.7075,3,35.27178688062596,28.881127450980397,7.042132988484975,-18.74250486351079
3122,389.73,546.145,757.635,800.0525,779.6475,619.8675000000001,3,40.13419546865778,38.72414834888171,5.598672183835227,-2.550457626218276
3123,448.34499999999997,528.9525,591.3525,585.9925,560.0375,645.33,3,17.97890017731881,11.79690047783118,-0.9063967768801204,-4.429237575566228
3141,162.875,228.1225,249.415,206.44,177.195,188.0425,3,40.05986185725249,9.333800918366224,-17.23031894633442,-14.166343731834917
3211,222.0425,256.4375,310.25,296.83,277.625,258.3325,3,15.490277762140137,20.984645381428223,-4.325543916196621,-6.4700333524239415
3213,711.2025,836.7725,1143.27,947.645,709.735,690.7175,3,17.65601217656013,36.62853404001684,-17.11100614902866,-25.10539284225633
3214,137.3725,164.9975,185.4,196.6025,218.0,149.665,3,20.10955613386959,12.36533886877074,6.042340884573886,10.883635762515741
3221,1937.705,2192.69,2960.1425,3091.545,3067.6875,3138.165,3,13.159123808835718,35.00050166690229,4.4390599439047325,-0.7717015278768405
