ch_isco_4digit,year,quarter,count_ads
2635,2023,4,931.13
2635,2024,1,1021.3
2635,2024,2,1035.0
2635,2024,3,886.7
2635,2024,4,905.62
2635,2025,1,1087.45
2635,2025,2,1046.5
2635,2025,3,906.75
2635,2025,4,887.9
2636,2020,1,139.0
2636,2020,2,119.33
2636,2020,3,106.0
2636,2020,4,124.67
2636,2021,1,144.5
2636,2021,2,146.0
2636,2021,3,116.67
2636,2021,4,106.33
2636,2022,1,161.42
2636,2022,2,113.58
2636,2022,3,89.5
2636,2022,4,96.0
2636,2023,1,113.17
2636,2023,2,144.67
2636,2023,3,152.33
2636,2023,4,158.17
2636,2024,1,185.25
2636,2024,2,165.67
2636,2024,3,152.5
2636,2024,4,123.0
2636,2025,1,134.87
2636,2025,2,131.23
2636,2025,3,129.9
2636,2025,4,114.75
2641,2020,1,223.17
2641,2020,2,134.33
2641,2020,3,129.67
2641,2020,4,164.17
2641,2021,1,177.5
2641,2021,2,236.17
2641,2021,3,259.5
2641,2021,4,277.83
2641,2022,1,306.75
2641,2022,2,303.17
2641,2022,3,274.08
2641,2022,4,274.67
2641,2023,1,301.25
2641,2023,2,282.17
2641,2023,3,229.25
2641,2023,4,204.75
2641,2024,1,189.0
2641,2024,2,162.67
2641,2024,3,145.17
2641,2024,4,137.92
2641,2025,1,149.56
2641,2025,2,168.0
2641,2025,3,125.7
2641,2025,4,113.17
2642,2020,1,130.67
2642,2020,2,79.17
2642,2020,3,79.92
2642,2020,4,140.5
2642,2021,1,203.0
2642,2021,2,136.33
2642,2021,3,231.17
2642,2021,4,249.17
2642,2022,1,309.33
2642,2022,2,244.33
2642,2022,3,243.25
2642,2022,4,254.5
2642,2023,1,225.0
2642,2023,2,149.83
2642,2023,3,122.83
2642,2023,4,113.33
2642,2024,1,111.5
2642,2024,2,91.83
2642,2024,3,88.33
2642,2024,4,100.83
2642,2025,1,102.67
2642,2025,2,105.58
2642,2025,3,89.25
2642,2025,4,72.58
2643,2020,1,75.83
2643,2020,2,72.67
2643,2020,3,77.83
2643,2020,4,73.67
2643,2021,1,88.83
2643,2021,2,90.0
2643,2021,3,86.0
2643,2021,4,90.83
2643,2022,1,102.17
2643,2022,2,109.5
2643,2022,3,105.0
2643,2022,4,107.33
2643,2023,1,99.0
2643,2023,2,84.5
2643,2023,3,79.5
2643,2023,4,53.5
2643,2024,1,62.33
2643,2024,2,99.83
2643,2024,3,79.0
2643,2024,4,90.83
2643,2025,1,86.5
2643,2025,2,57.5
2643,2025,3,65.83
2643,2025,4,65.33
2654,2020,1,29.83
2654,2020,2,43.5
2654,2020,3,23.5
2654,2020,4,33.33
2654,2021,1,36.5
2654,2021,2,71.33
2654,2021,3,76.17
2654,2021,4,84.0
2654,2022,1,97.33
2654,2022,2,84.17
2654,2022,3,100.5
2654,2022,4,94.33
2654,2023,1,70.5
2654,2023,2,68.0
2654,2023,3,35.75
2654,2023,4,45.25
2654,2024,1,51.0
2654,2024,2,37.5
2654,2024,3,33.25
2654,2024,4,37.0
2654,2025,1,39.0
2654,2025,2,38.83
2654,2025,3,40.58
2654,2025,4,37.25
3000,2020,1,880.03
3000,2020,2,755.7
3000,2020,3,719.35
3000,2020,4,771.58
3000,2021,1,827.33
3000,2021,2,895.92
3000,2021,3,983.83
3000,2021,4,1153.08
3000,2022,1,1299.25
3000,2022,2,1361.5
3000,2022,3,1282.6599999999999
3000,2022,4,1331.53
3000,2023,1,1410.87
3000,2023,2,1351.4499999999998
3000,2023,3,1329.1599999999999
3000,2023,4,1238.95
3000,2024,1,1266.52
3000,2024,2,1162.11
3000,2024,3,1120.0700000000002
3000,2024,4,1109.4099999999999
3000,2025,1,1187.79
3000,2025,2,1152.1399999999999
3000,2025,3,1105.54
3000,2025,4,1097.65
3111,2020,1,158.81
3111,2020,2,131.5
3111,2020,3,135.17
3111,2020,4,128.0
3111,2021,1,139.67
3111,2021,2,164.0
3111,2021,3,150.83
3111,2021,4,161.08
3111,2022,1,162.33
3111,2022,2,185.67
3111,2022,3,190.5
3111,2022,4,172.17
3111,2023,1,176.2
3111,2023,2,164.03
3111,2023,3,167.33
3111,2023,4,144.92
3111,2024,1,118.33
3111,2024,2,140.92
3111,2024,3,147.83
3111,2024,4,128.92000000000002
3111,2025,1,108.0
3111,2025,2,127.17
3111,2025,3,156.0
3111,2025,4,112.83
3112,2020,1,1223.34
3112,2020,2,1048.42
3112,2020,3,1079.18
3112,2020,4,1109.15
3112,2021,1,1259.82
3112,2021,2,1256.36
3112,2021,3,1371.2
3112,2021,4,1391.62
3112,2022,1,1469.98
3112,2022,2,1528.1
3112,2022,3,1495.28
3112,2022,4,1560.78
3112,2023,1,1628.96
3112,2023,2,1569.63
3112,2023,3,1479.38
3112,2023,4,1516.16
3112,2024,1,1535.56
3112,2024,2,1407.27
3112,2024,3,1358.38
3112,2024,4,1481.18
3112,2025,1,1449.12
3112,2025,2,1469.28
3112,2025,3,1380.32
3112,2025,4,1452.28
3113,2020,1,367.25
3113,2020,2,297.17
3113,2020,3,316.83
3113,2020,4,310.5
3113,2021,1,344.58
3113,2021,2,348.83
3113,2021,3,393.67
3113,2021,4,438.75
3113,2022,1,498.67
3113,2022,2,489.25
3113,2022,3,551.67
3113,2022,4,554.33
3113,2023,1,579.9
3113,2023,2,552.42
3113,2023,3,566.25
3113,2023,4,593.17
3113,2024,1,620.92
3113,2024,2,543.58
3113,2024,3,546.42
3113,2024,4,490.96
3113,2025,1,483.94
3113,2025,2,448.06
3113,2025,3,463.4
3113,2025,4,444.83
3115,2020,1,34.75
3115,2020,2,27.83
3115,2020,3,37.75
3115,2020,4,33.75
3115,2021,1,42.08
3115,2021,2,54.33
3115,2021,3,57.08
3115,2021,4,58.08
3115,2022,1,64.67
3115,2022,2,71.34
3115,2022,3,75.75
3115,2022,4,84.41
3115,2023,1,89.84
3115,2023,2,63.5
3115,2023,3,68.67
3115,2023,4,75.66
3115,2024,1,77.42
3115,2024,2,76.4
3115,2024,3,60.94
3115,2024,4,62.44
3115,2025,1,68.78999999999999
3115,2025,2,67.23
3115,2025,3,55.94
3115,2025,4,58.33
3118,2020,1,1715.15
3118,2020,2,1477.08
3118,2020,3,1546.2800000000002
3118,2020,4,1522.6000000000001
3118,2021,1,1542.8300000000002
3118,2021,2,1622.47
3118,2021,3,1873.1200000000001
3118,2021,4,2042.0
3118,2022,1,2105.17
3118,2022,2,2170.55
3118,2022,3,2269.46
3118,2022,4,2110.88
3118,2023,1,2115.38
3118,2023,2,2113.26
3118,2023,3,2178.62
3118,2023,4,2083.65
3118,2024,1,2042.21
3118,2024,2,2002.8000000000002
3118,2024,3,1984.04
3118,2024,4,1958.95
3118,2025,1,1950.31
3118,2025,2,1966.4099999999999
3118,2025,3,1981.0900000000001
3118,2025,4,1900.33
3119,2020,1,167.06
3119,2020,2,125.17
3119,2020,3,142.58
3119,2020,4,168.42
3119,2021,1,202.42
3119,2021,2,202.58
3119,2021,3,213.0
3119,2021,4,198.0
3119,2022,1,234.17
3119,2022,2,249.75
3119,2022,3,286.08
3119,2022,4,281.67
3119,2023,1,289.75
3119,2023,2,288.25
3119,2023,3,283.28
3119,2023,4,264.45
3119,2024,1,258.33
3119,2024,2,246.5
3119,2024,3,210.33
3119,2024,4,199.58
3119,2025,1,204.67
3119,2025,2,185.83
3119,2025,3,185.5
3119,2025,4,194.83
3122,2020,1,470.17
3122,2020,2,338.5
3122,2020,3,369.08
3122,2020,4,381.17
3122,2021,1,461.83
3122,2021,2,515.0
3122,2021,3,550.67
3122,2021,4,657.08
3122,2022,1,701.83
3122,2022,2,763.17
3122,2022,3,839.17
3122,2022,4,726.37
3122,2023,1,745.95
3122,2023,2,803.03
3122,2023,3,845.7
3122,2023,4,805.53
3122,2024,1,854.5
3122,2024,2,790.75
3122,2024,3,749.17
3122,2024,4,724.17
3122,2025,1,665.23
3122,2025,2,572.82
3122,2025,3,602.0
3122,2025,4,639.42
3123,2020,1,467.2
3123,2020,2,448.53
3123,2020,3,424.2
3123,2020,4,453.45
3123,2021,1,516.28
3123,2021,2,526.87
3123,2021,3,528.75
3123,2021,4,543.91
3123,2022,1,579.04
3123,2022,2,597.62
3123,2022,3,605.92
3123,2022,4,582.83
3123,2023,1,604.25
3123,2023,2,622.25
3123,2023,3,578.0699999999999
3123,2023,4,539.4
3123,2024,1,553.5699999999999
3123,2024,2,558.5
3123,2024,3,547.5
3123,2024,4,580.58
3123,2025,1,593.91
3123,2025,2,637.6600000000001
3123,2025,3,644.5
3123,2025,4,705.25
3132,2020,1,31.67
3132,2020,2,32.5
3132,2020,3,36.83
3132,2020,4,41.33
3132,2021,1,33.67
3132,2021,2,42.17
3132,2021,3,47.17
3132,2021,4,49.17
3132,2022,1,49.5
3132,2022,2,53.33
3132,2022,3,57.0
3132,2022,4,50.67
3132,2023,1,48.0
3132,2023,2,49.67
3132,2023,3,67.58
3132,2023,4,52.25
3132,2024,1,48.25
3132,2024,2,51.58
3132,2024,3,53.58
3132,2024,4,48.92
3132,2025,1,55.75
3132,2025,2,59.83
3132,2025,3,67.67
3132,2025,4,53.17
3139,2020,1,54.83
3139,2020,2,42.08
3139,2020,3,42.33
3139,2020,4,54.0
3139,2021,1,65.0
3139,2021,2,74.17
3139,2021,3,64.17
3139,2021,4,60.75
3139,2022,1,77.33
3139,2022,2,104.5
3139,2022,3,73.33
3139,2022,4,81.17
3139,2023,1,88.33
3139,2023,2,86.17
3139,2023,3,73.67
3139,2023,4,64.83
3139,2024,1,72.0
3139,2024,2,62.67
3139,2024,3,68.65
3139,2024,4,61.4
3139,2025,1,73.3
3139,2025,2,70.55
3139,2025,3,56.81
3139,2025,4,60.17
3141,2020,1,167.5
3141,2020,2,150.08
3141,2020,3,172.67
3141,2020,4,161.25
3141,2021,1,230.58
3141,2021,2,224.08
3141,2021,3,214.25
3141,2021,4,243.58
3141,2022,1,280.08
3141,2022,2,238.08
3141,2022,3,231.58
3141,2022,4,247.92
3141,2023,1,235.92
3141,2023,2,210.67
3141,2023,3,199.5
3141,2023,4,179.67
3141,2024,1,174.33
3141,2024,2,172.0
3141,2024,3,181.62
3141,2024,4,180.83
3141,2025,1,193.17
3141,2025,2,209.83
3141,2025,3,186.0
3141,2025,4,163.17
3211,2020,1,229.08
3211,2020,2,209.17
3211,2020,3,235.0
3211,2020,4,214.92
3211,2021,1,205.42
3211,2021,2,226.33
3211,2021,3,294.83
3211,2021,4,299.17
3211,2022,1,297.17
3211,2022,2,306.83
3211,2022,3,325.33
3211,2022,4,311.67
3211,2023,1,327.33
3211,2023,2,281.33
3211,2023,3,278.83
3211,2023,4,299.83
3211,2024,1,291.5
3211,2024,2,263.0
3211,2024,3,262.33
3211,2024,4,293.67
3211,2025,1,295.5
3211,2025,2,256.33
3211,2025,3,244.83
3211,2025,4,236.67
3213,2020,1,669.23
3213,2020,2,698.75
3213,2020,3,742.58
3213,2020,4,734.25
3213,2021,1,688.92
3213,2021,2,812.17
3213,2021,3,917.25
3213,2021,4,928.75
3213,2022,1,1057.83
3213,2022,2,1113.33
3213,2022,3,1244.17
3213,2022,4,1157.75
3213,2023,1,1156.42
3213,2023,2,953.33
3213,2023,3,895.08
3213,2023,4,785.75
3213,2024,1,729.5
3213,2024,2,776.33
3213,2024,3,727.78
3213,2024,4,605.33
3213,2025,1,652.6
3213,2025,2,726.75
3213,2025,3,781.52
3213,2025,4,602.0
3214,2020,1,173.33
3214,2020,2,130.83
3214,2020,3,116.5
3214,2020,4,128.83
3214,2021,1,150.5
3214,2021,2,176.33
3214,2021,3,168.33
3214,2021,4,164.83
3214,2022,1,169.83
3214,2022,2,191.87
3214,2022,3,206.07
3214,2022,4,173.83
3214,2023,1,185.2
3214,2023,2,196.37
3214,2023,3,235.17
3214,2023,4,169.67
3214,2024,1,285.17
3214,2024,2,169.5
3214,2024,3,199.0
3214,2024,4,218.33
3214,2025,1,154.87
3214,2025,2,144.81
3214,2025,3,157.23
3214,2025,4,141.75
3221,2020,1,1915.82
3221,2020,2,1740.85
3221,2020,3,2014.82
3221,2020,4,2079.33
3221,2021,1,2020.48
3221,2021,2,1841.28
3221,2021,3,2337.75
3221,2021,4,2571.25
3221,2022,1,2708.72
3221,2022,2,2805.73
3221,2022,3,3092.45
3221,2022,4,3233.67
3221,2023,1,3135.85
3221,2023,2,3089.42
3221,2023,3,3097.73
3221,2023,4,3043.18
3221,2024,1,3025.82
3221,2024,2,3068.43
3221,2024,3,3125.97
3221,2024,4,3050.53
3221,2025,1,3087.07
3221,2025,2,3040.02
3221,2025,3,3229.5
3221,2025,4,3196.07
3251,2020,1,122.0
3251,2020,2,168.0
3251,2020,3,170.5
3251,2020,4,159.75
3251,2021,1,141.5
3251,2021,2,173.5
3251,2021,3,169.5
3251,2021,4,161.5
3251,2022,1,215.0
3251,2022,2,265.17
3251,2022,3,255.33
3251,2022,4,264.0
3251,2023,1,326.25
3251,2023,2,342.08
3251,2023,3,318.17
3251,2023,4,319.17
3251,2024,1,285.5
3251,2024,2,271.83
3251,2024,3,279.25
3251,2024,4,323.58
3251,2025,1,293.08
3251,2025,2,284.17
3251,2025,3,288.33
3251,2025,4,278.5
3252,2020,1,196.75
3252,2020,2,137.08
3252,2020,3,146.25
3252,2020,4,165.0
3252,2021,1,151.5
3252,2021,2,143.0
3252,2021,3,174.83
3252,2021,4,231.33
3252,2022,1,237.67
3252,2022,2,212.33
3252,2022,3,223.33
3252,2022,4,205.67
3252,2023,1,235.33
3252,2023,2,236.83
3252,2023,3,173.67
3252,2023,4,197.5
3252,2024,1,190.83
3252,2024,2,195.75
3252,2024,3,188.83
3252,2024,4,163.0
3252,2025,1,164.5
3252,2025,2,164.5
3252,2025,3,165.83
3252,2025,4,138.67
3254,2020,1,208.83
3254,2020,2,107.33
3254,2020,3,110.08
3254,2020,4,125.67
3254,2021,1,169.83
3254,2021,2,254.83
3254,2021,3,254.75
3254,2021,4,230.17
3254,2022,1,232.0
3254,2022,2,271.83
3254,2022,3,360.67
3254,2022,4,357.75
3254,2023,1,298.33
3254,2023,2,341.33
3254,2023,3,334.92
3254,2023,4,260.08
3254,2024,1,280.25
3254,2024,2,266.17
3254,2024,3,305.92
3254,2024,4,251.33
3254,2025,1,236.75
3254,2025,2,246.58
3254,2025,3,240.33
3254,2025,4,217.83
3255,2020,1,84.83
3255,2020,2,78.33
3255,2020,3,122.33
3255,2020,4,115.0
3255,2021,1,100.0
3255,2021,2,105.0
3255,2021,3,114.0
3255,2021,4,140.5
3255,2022,1,117.17
3255,2022,2,104.33
3255,2022,3,103.0
3255,2022,4,107.5
3255,2023,1,94.17
3255,2023,2,114.5
3255,2023,3,114.5
3255,2023,4,124.0
3255,2024,1,113.67
3255,2024,2,106.17
3255,2024,3,105.67
3255,2024,4,123.0
3255,2025,1,113.83
3255,2025,2,114.33
3255,2025,3,127.17
3255,2025,4,113.83
3256,2020,1,616.83
3256,2020,2,556.33
3256,2020,3,631.17
3256,2020,4,653.83
3256,2021,1,652.67
3256,2021,2,754.0
3256,2021,3,717.42
3256,2021,4,827.75
3256,2022,1,875.75
3256,2022,2,891.12
3256,2022,3,901.67
3256,2022,4,910.92
3256,2023,1,989.0
3256,2023,2,916.5
3256,2023,3,860.7
3256,2023,4,809.48
3256,2024,1,859.65
3256,2024,2,918.83
3256,2024,3,946.92
3256,2024,4,863.15
3256,2025,1,893.82
3256,2025,2,910.0
3256,2025,3,891.92
3256,2025,4,878.58
3258,2020,1,49.0
3258,2020,2,55.5
3258,2020,3,60.0
3258,2020,4,59.17
3258,2021,1,57.0
3258,2021,2,74.67
3258,2021,3,83.5
3258,2021,4,85.67
3258,2022,1,92.33
3258,2022,2,102.17
3258,2022,3,120.0
3258,2022,4,117.33
3258,2023,1,112.33
3258,2023,2,127.5
3258,2023,3,125.25
3258,2023,4,131.33
3258,2024,1,130.83
3258,2024,2,120.0
3258,2024,3,114.0
3258,2024,4,127.0
3258,2025,1,128.03
3258,2025,2,104.95
3258,2025,3,90.45
3258,2025,4,82.0
3259,2020,1,206.5
3259,2020,2,186.42
3259,2020,3,199.42
3259,2020,4,202.0
3259,2021,1,204.75
3259,2021,2,220.75
3259,2021,3,240.17
3259,2021,4,286.83
3259,2022,1,281.83
3259,2022,2,244.83
3259,2022,3,251.67
3259,2022,4,268.33
3259,2023,1,293.67
3259,2023,2,287.17
3259,2023,3,287.58
3259,2023,4,340.25
3259,2024,1,305.92
3259,2024,2,289.42
3259,2024,3,275.92
3259,2024,4,237.83
3259,2025,1,254.0
3259,2025,2,240.75
3259,2025,3,237.58
3259,2025,4,255.33
3310,2020,1,341.75
3310,2020,2,257.33
3310,2020,3,281.17
3310,2020,4,320.0
3310,2021,1,390.08
3310,2021,2,418.25
3310,2021,3,421.08
3310,2021,4,450.33
3310,2022,1,567.0
3310,2022,2,646.67
3310,2022,3,618.58
3310,2022,4,561.67
3310,2023,1,535.08
3310,2023,2,454.92
3310,2023,3,395.67
3310,2023,4,373.33
3310,2024,1,364.5
3310,2024,2,369.67
3310,2024,3,352.33
3310,2024,4,284.87
3310,2025,1,319.6
3310,2025,2,341.13
3310,2025,3,279.83
3310,2025,4,268.83
3311,2020,1,200.0
3311,2020,2,148.33
3311,2020,3,154.0
3311,2020,4,186.0
3311,2021,1,228.08
3311,2021,2,224.42
3311,2021,3,258.75
3311,2021,4,269.17
3311,2022,1,303.58
3311,2022,2,372.25
3311,2022,3,365.08
3311,2022,4,328.08
3311,2023,1,348.33
3311,2023,2,273.67
3311,2023,3,243.17
3311,2023,4,192.83
3311,2024,1,185.67
3311,2024,2,192.17
3311,2024,3,188.5
3311,2024,4,160.5
3311,2025,1,153.12
3311,2025,2,177.88
3311,2025,3,166.83
3311,2025,4,164.83
3312,2020,1,196.67
3312,2020,2,140.17
3312,2020,3,163.17
3312,2020,4,157.0
3312,2021,1,158.25
3312,2021,2,185.5
3312,2021,3,184.5
3312,2021,4,222.0
3312,2022,1,252.83
3312,2022,2,253.17
3312,2022,3,212.67
3312,2022,4,228.67
3312,2023,1,199.83
3312,2023,2,178.67
3312,2023,3,159.0
3312,2023,4,145.0
3312,2024,1,173.5
3312,2024,2,148.0
3312,2024,3,129.5
3312,2024,4,164.5
3312,2025,1,169.67
3312,2025,2,142.67
3312,2025,3,109.67
3312,2025,4,105.17
3313,2020,1,380.75
3313,2020,2,290.17
3313,2020,3,284.17
3313,2020,4,247.75
3313,2021,1,281.33
3313,2021,2,370.58
3313,2021,3,370.14
3313,2021,4,390.25
3313,2022,1,506.23
3313,2022,2,522.48
3313,2022,3,504.67
3313,2022,4,529.58
3313,2023,1,560.25
3313,2023,2,573.33
3313,2023,3,544.67
3313,2023,4,449.17
3313,2024,1,524.5
3313,2024,2,512.83
3313,2024,3,437.5
3313,2024,4,395.53
3313,2025,1,401.27
3313,2025,2,422.39
3313,2025,3,450.75
3313,2025,4,355.67
3315,2020,1,36.5
3315,2020,2,30.5
3315,2020,3,40.5
3315,2020,4,39.5
3315,2021,1,39.5
3315,2021,2,48.5
3315,2021,3,43.5
3315,2021,4,59.5
3315,2022,1,53.75
3315,2022,2,63.75
3315,2022,3,60.0
3315,2022,4,60.0
3315,2023,1,53.5
3315,2023,2,53.67
3315,2023,3,54.5
3315,2023,4,67.17
3315,2024,1,52.83
3315,2024,2,38.17
3315,2024,3,48.33
3315,2024,4,57.0
3315,2025,1,62.5
3315,2025,2,62.67
3315,2025,3,55.83
3315,2025,4,28.33
3321,2020,1,456.92
3321,2020,2,370.42
3321,2020,3,375.25
3321,2020,4,388.0
3321,2021,1,406.83
3321,2021,2,399.83
3321,2021,3,470.58
3321,2021,4,513.58
3321,2022,1,664.5
3321,2022,2,709.5
3321,2022,3,760.83
3321,2022,4,722.5
3321,2023,1,689.33
3321,2023,2,658.0
3321,2023,3,606.5
3321,2023,4,642.33
3321,2024,1,586.33
3321,2024,2,590.5
3321,2024,3,615.83
3321,2024,4,514.0
3321,2025,1,526.0
3321,2025,2,579.5
3321,2025,3,504.67
3321,2025,4,597.0
3322,2020,1,4895.17
3322,2020,2,3493.12
3322,2020,3,4370.25
3322,2020,4,4813.75
3322,2021,1,4537.42
3322,2021,2,5598.45
3322,2021,3,6294.48
3322,2021,4,6968.0
3322,2022,1,6867.08
3322,2022,2,7226.83
3322,2022,3,7800.75
3322,2022,4,7622.0
3322,2023,1,7883.42
3322,2023,2,8083.42
3322,2023,3,8367.33
3322,2023,4,8587.92
3322,2024,1,7756.25
3322,2024,2,7529.82
3322,2024,3,7681.15
3322,2024,4,8145.95
3322,2025,1,7440.82
3322,2025,2,7553.55
3322,2025,3,8291.15
3322,2025,4,7807.17
3323,2020,1,788.17
3323,2020,2,562.67
3323,2020,3,548.67
3323,2020,4,601.67
3323,2021,1,704.42
3323,2021,2,774.33
3323,2021,3,894.5
3323,2021,4,980.0
3323,2022,1,1132.17
3323,2022,2,1225.25
3323,2022,3,1146.0
3323,2022,4,1049.67
3323,2023,1,1055.83
3323,2023,2,1004.83
3323,2023,3,899.92
3323,2023,4,812.75
3323,2024,1,902.33
3323,2024,2,793.83
3323,2024,3,724.5
3323,2024,4,672.75
3323,2025,1,739.55
3323,2025,2,701.24
3323,2025,3,660.31
3323,2025,4,615.08
3330,2020,1,1090.58
3330,2020,2,772.5
3330,2020,3,725.92
3330,2020,4,863.42
3330,2021,1,958.87
3330,2021,2,1067.83
3330,2021,3,1143.0
3330,2021,4,1276.25
3330,2022,1,1328.37
3330,2022,2,1381.4
3330,2022,3,1246.0
3330,2022,4,1330.08
3330,2023,1,1262.5
3330,2023,2,1230.83
3330,2023,3,1127.83
3330,2023,4,1099.5
3330,2024,1,1061.58
3330,2024,2,1047.92
3330,2024,3,996.58
3330,2024,4,964.54
3330,2025,1,983.54
3330,2025,2,963.95
3330,2025,3,834.78
3330,2025,4,920.58
3331,2020,1,243.5
3331,2020,2,150.0
3331,2020,3,206.17
3331,2020,4,217.0
3331,2021,1,211.0
3331,2021,2,246.83
3331,2021,3,299.83
3331,2021,4,334.17
3331,2022,1,357.83
3331,2022,2,348.83
3331,2022,3,416.17
3331,2022,4,364.17
3331,2023,1,340.5
3331,2023,2,289.67
3331,2023,3,299.5
3331,2023,4,256.83
3331,2024,1,287.17
3331,2024,2,260.83
3331,2024,3,276.5
3331,2024,4,260.33
3331,2025,1,265.5
3331,2025,2,256.5
3331,2025,3,291.0
3331,2025,4,300.33
3332,2020,1,222.76
3332,2020,2,105.76
3332,2020,3,74.7
3332,2020,4,74.2
3332,2021,1,103.17
3332,2021,2,152.05
3332,2021,3,218.38
3332,2021,4,259.47
3332,2022,1,286.08
3332,2022,2,328.5
3332,2022,3,308.38
3332,2022,4,290.21
3332,2023,1,310.38
3332,2023,2,267.71
3332,2023,3,260.38
3332,2023,4,238.55
3332,2024,1,251.21
3332,2024,2,204.33
3332,2024,3,208.67
3332,2024,4,220.33
3332,2025,1,212.17
3332,2025,2,196.0
3332,2025,3,189.5
3332,2025,4,210.83
3333,2020,1,81.83
3333,2020,2,110.0
3333,2020,3,88.83
3333,2020,4,81.0
3333,2021,1,76.0
3333,2021,2,77.5
3333,2021,3,101.5
3333,2021,4,77.33
3333,2022,1,94.33
3333,2022,2,116.17
3333,2022,3,70.0
3333,2022,4,91.83
3333,2023,1,104.0
3333,2023,2,84.33
3333,2023,3,74.33
3333,2023,4,80.33
3333,2024,1,94.17
3333,2024,2,113.67
3333,2024,3,101.33
3333,2024,4,105.67
3333,2025,1,115.87
3333,2025,2,119.57
3333,2025,3,105.57
3333,2025,4,104.83
3334,2020,1,506.83
3334,2020,2,512.17
3334,2020,3,607.17
3334,2020,4,588.33
3334,2021,1,565.5
3334,2021,2,637.67
3334,2021,3,889.83
3334,2021,4,924.17
3334,2022,1,969.5
3334,2022,2,967.67
3334,2022,3,1404.83
3334,2022,4,1687.67
3334,2023,1,2427.33
3334,2023,2,1552.17
3334,2023,3,2075.17
3334,2023,4,2515.33
3334,2024,1,2414.67
3334,2024,2,1958.0
3334,2024,3,1869.67
3334,2024,4,1720.17
3334,2025,1,2304.03
3334,2025,2,2706.83
3334,2025,3,1266.33
3334,2025,4,1352.67
3339,2020,1,99.33
3339,2020,2,64.0
3339,2020,3,57.33
3339,2020,4,61.67
3339,2021,1,76.33
3339,2021,2,85.33
3339,2021,3,84.5
3339,2021,4,73.5
3339,2022,1,74.0
3339,2022,2,108.0
3339,2022,3,72.83
3339,2022,4,67.17
3339,2023,1,84.17
3339,2023,2,86.33
3339,2023,3,76.83
3339,2023,4,67.5
3339,2024,1,64.83
3339,2024,2,69.0
3339,2024,3,71.33
3339,2024,4,59.67
3339,2025,1,53.33
3339,2025,2,78.67
3339,2025,3,75.33
3339,2025,4,70.5
3340,2020,1,374.67
3340,2020,2,283.0
3340,2020,3,264.17
3340,2020,4,294.67
3340,2021,1,317.7
3340,2021,2,320.7
3340,2021,3,341.0
3340,2021,4,400.67
3340,2022,1,426.17
3340,2022,2,434.83
3340,2022,3,416.37
3340,2022,4,454.17
3340,2023,1,454.83
3340,2023,2,446.75
3340,2023,3,377.25
3340,2023,4,405.37
3340,2024,1,414.92
3340,2024,2,359.17
3340,2024,3,287.25
3340,2024,4,300.25
3340,2025,1,381.83
3340,2025,2,386.5
3340,2025,3,277.75
3340,2025,4,317.08
3342,2020,1,240.33
3342,2020,2,177.5
3342,2020,3,181.17
3342,2020,4,185.33
3342,2021,1,221.5
3342,2021,2,228.5
3342,2021,3,256.33
3342,2021,4,280.17
3342,2022,1,276.17
3342,2022,2,278.67
3342,2022,3,303.83
3342,2022,4,324.83
3342,2023,1,340.83
3342,2023,2,320.83
3342,2023,3,264.17
3342,2023,4,295.17
3342,2024,1,304.67
3342,2024,2,309.67
3342,2024,3,296.17
3342,2024,4,297.67
3342,2025,1,292.75
3342,2025,2,306.58
3342,2025,3,273.67
3342,2025,4,296.0
3343,2020,1,934.17
3343,2020,2,649.17
3343,2020,3,631.83
3343,2020,4,651.58
3343,2021,1,733.92
3343,2021,2,802.17
3343,2021,3,853.73
3343,2021,4,1060.64
3343,2022,1,1144.29
3343,2022,2,1264.54
3343,2022,3,1271.67
3343,2022,4,1218.25
3343,2023,1,1203.42
3343,2023,2,1211.33
3343,2023,3,1085.98
3343,2023,4,955.83
3343,2024,1,992.42
3343,2024,2,967.0
3343,2024,3,911.5
3343,2024,4,854.23
3343,2025,1,1041.13
3343,2025,2,977.57
3343,2025,3,792.95
3343,2025,4,758.7
3344,2020,1,346.0
3344,2020,2,247.83
3344,2020,3,268.42
3344,2020,4,276.42
3344,2021,1,292.75
3344,2021,2,388.25
3344,2021,3,410.42
3344,2021,4,469.33
3344,2022,1,517.08
3344,2022,2,477.25
3344,2022,3,486.32
3344,2022,4,492.92
3344,2023,1,530.17
3344,2023,2,519.67
3344,2023,3,462.83
3344,2023,4,435.97
3344,2024,1,470.65
3344,2024,2,474.58
3344,2024,3,421.67
3344,2024,4,363.8
3344,2025,1,439.89
3344,2025,2,386.0
3344,2025,3,359.5
3344,2025,4,389.67
3350,2020,1,68.17
3350,2020,2,56.17
3350,2020,3,47.5
3350,2020,4,66.67
3350,2021,1,61.83
3350,2021,2,55.5
3350,2021,3,68.17
3350,2021,4,77.33
3350,2022,1,79.83
3350,2022,2,74.83
3350,2022,3,78.83
3350,2022,4,73.67
3350,2023,1,84.33
3350,2023,2,68.0
3350,2023,3,74.33
3350,2023,4,80.67
3350,2024,1,90.33
3350,2024,2,86.5
3350,2024,3,76.5
3350,2024,4,76.83
3350,2025,1,84.83
3350,2025,2,66.5
3350,2025,3,69.33
3350,2025,4,60.83
3352,2020,1,80.83
3352,2020,2,55.5
3352,2020,3,48.67
3352,2020,4,54.67
3352,2021,1,62.33
3352,2021,2,68.5
3352,2021,3,59.17
3352,2021,4,73.92
