ch_isco_4digit,year,quarter,count_ads
2222,2021,4,105.67
2222,2022,1,110.67
2222,2022,2,119.92
2222,2022,3,129.5
2222,2022,4,118.33
2222,2023,1,117.17
2222,2023,2,80.17
2222,2023,3,65.67
2222,2023,4,80.83
2222,2024,1,76.67
2222,2024,2,66.5
2222,2024,3,53.5
2222,2024,4,59.33
2222,2025,1,69.17
2222,2025,2,61.77
2222,2025,3,53.28
2222,2025,4,65.33
2250,2020,1,41.83
2250,2020,2,33.17
2250,2020,3,47.67
2250,2020,4,60.67
2250,2021,1,47.17
2250,2021,2,45.5
2250,2021,3,39.5
2250,2021,4,53.83
2250,2022,1,61.67
2250,2022,2,67.17
2250,2022,3,82.17
2250,2022,4,97.0
2250,2023,1,88.25
2250,2023,2,68.5
2250,2023,3,54.17
2250,2023,4,58.0
2250,2024,1,38.5
2250,2024,2,39.08
2250,2024,3,45.08
2250,2024,4,64.58
2250,2025,1,96.58
2250,2025,2,93.25
2250,2025,3,88.25
2250,2025,4,66.5
2261,2020,1,87.0
2261,2020,2,110.0
2261,2020,3,95.0
2261,2020,4,95.5
2261,2021,1,110.5
2261,2021,2,103.5
2261,2021,3,113.0
2261,2021,4,99.0
2261,2022,1,138.0
2261,2022,2,152.33
2261,2022,3,136.17
2261,2022,4,151.33
2261,2023,1,163.58
2261,2023,2,172.0
2261,2023,3,140.5
2261,2023,4,124.33
2261,2024,1,166.58
2261,2024,2,142.25
2261,2024,3,115.33
2261,2024,4,139.2
2261,2025,1,122.7
2261,2025,2,178.67
2261,2025,3,141.0
2261,2025,4,149.0
2262,2020,1,416.58
2262,2020,2,420.08
2262,2020,3,384.75
2262,2020,4,462.17
2262,2021,1,509.5
2262,2021,2,381.75
2262,2021,3,375.42
2262,2021,4,434.58
2262,2022,1,514.75
2262,2022,2,609.42
2262,2022,3,801.92
2262,2022,4,815.92
2262,2023,1,804.83
2262,2023,2,588.92
2262,2023,3,455.75
2262,2023,4,433.0
2262,2024,1,400.17
2262,2024,2,375.92
2262,2024,3,340.67
2262,2024,4,356.17
2262,2025,1,345.75
2262,2025,2,352.67
2262,2025,3,355.33
2262,2025,4,290.67
2263,2020,1,43.33
2263,2020,2,40.17
2263,2020,3,52.33
2263,2020,4,57.5
2263,2021,1,62.5
2263,2021,2,80.75
2263,2021,3,65.25
2263,2021,4,61.83
2263,2022,1,60.92
2263,2022,2,89.08
2263,2022,3,91.75
2263,2022,4,90.25
2263,2023,1,96.08
2263,2023,2,99.83
2263,2023,3,80.17
2263,2023,4,88.67
2263,2024,1,90.17
2263,2024,2,83.33
2263,2024,3,71.17
2263,2024,4,62.33
2263,2025,1,62.83
2263,2025,2,72.58
2263,2025,3,76.58
2263,2025,4,65.58
2264,2020,1,450.87
2264,2020,2,373.08
2264,2020,3,370.53
2264,2020,4,355.68
2264,2021,1,383.81
2264,2021,2,465.4
2264,2021,3,458.07
2264,2021,4,495.12
2264,2022,1,498.87
2264,2022,2,546.37
2264,2022,3,493.83
2264,2022,4,485.0
2264,2023,1,482.33
2264,2023,2,487.33
2264,2023,3,447.17
2264,2023,4,422.5
2264,2024,1,410.83
2264,2024,2,426.25
2264,2024,3,418.58
2264,2024,4,405.54
2264,2025,1,458.65
2264,2025,2,509.81
2264,2025,3,492.25
2264,2025,4,468.5
2265,2020,1,51.83
2265,2020,2,39.5
2265,2020,3,40.5
2265,2020,4,38.45
2265,2021,1,55.92
2265,2021,2,58.5
2265,2021,3,75.0
2265,2021,4,95.5
2265,2022,1,87.0
2265,2022,2,85.5
2265,2022,3,76.0
2265,2022,4,80.5
2265,2023,1,81.83
2265,2023,2,78.08
2265,2023,3,71.83
2265,2023,4,64.17
2265,2024,1,66.5
2265,2024,2,47.5
2265,2024,3,54.0
2265,2024,4,70.0
2265,2025,1,78.0
2265,2025,2,78.5
2265,2025,3,55.5
2265,2025,4,68.83
2266,2020,1,248.37
2266,2020,2,290.5
2266,2020,3,203.7
2266,2020,4,209.65
2266,2021,1,324.25
2266,2021,2,310.57
2266,2021,3,230.57
2266,2021,4,251.87
2266,2022,1,373.03
2266,2022,2,347.87
2266,2022,3,268.5
2266,2022,4,244.0
2266,2023,1,366.5
2266,2023,2,360.2
2266,2023,3,238.25
2266,2023,4,263.72
2266,2024,1,328.33
2266,2024,2,329.83
2266,2024,3,287.83
2266,2024,4,287.2
2266,2025,1,394.45
2266,2025,2,365.95
2266,2025,3,263.9
2266,2025,4,258.9
2269,2020,1,728.78
2269,2020,2,604.33
2269,2020,3,636.53
2269,2020,4,657.74
2269,2021,1,760.06
2269,2021,2,819.3
2269,2021,3,837.97
2269,2021,4,920.57
2269,2022,1,1037.48
2269,2022,2,973.68
2269,2022,3,936.17
2269,2022,4,920.33
2269,2023,1,978.08
2269,2023,2,940.15
2269,2023,3,789.62
2269,2023,4,743.33
2269,2024,1,802.58
2269,2024,2,780.33
2269,2024,3,688.25
2269,2024,4,666.61
2269,2025,1,808.68
2269,2025,2,780.71
2269,2025,3,681.32
2269,2025,4,710.07
2300,2020,1,2135.92
2300,2020,2,1789.83
2300,2020,3,828.33
2300,2020,4,996.81
2300,2021,1,2096.31
2300,2021,2,2051.7
2300,2021,3,1072.58
2300,2021,4,1202.75
2300,2022,1,2581.7
2300,2022,2,2621.67
2300,2022,3,1158.33
2300,2022,4,1411.03
2300,2023,1,2970.75
2300,2023,2,4742.83
2300,2023,3,1834.25
2300,2023,4,2473.17
2300,2024,1,4654.58
2300,2024,2,4528.12
2300,2024,3,1909.7
2300,2024,4,2421.33
2300,2025,1,4601.98
2300,2025,2,4139.4
2300,2025,3,1649.82
2300,2025,4,2171.2
2310,2020,1,1106.95
2310,2020,2,877.83
2310,2020,3,887.75
2310,2020,4,1017.48
2310,2021,1,1254.18
2310,2021,2,1219.03
2310,2021,3,1123.5
2310,2021,4,1206.95
2310,2022,1,1366.45
2310,2022,2,1405.95
2310,2022,3,1250.37
2310,2022,4,1302.95
2310,2023,1,1380.78
2310,2023,2,1248.85
2310,2023,3,1039.73
2310,2023,4,1075.0
2310,2024,1,1197.75
2310,2024,2,1031.0
2310,2024,3,904.8
2310,2024,4,952.52
2310,2025,1,1199.95
2310,2025,2,1011.67
2310,2025,3,834.36
2310,2025,4,916.75
2320,2020,1,268.0
2320,2020,2,302.75
2320,2020,3,167.58
2320,2020,4,135.75
2320,2021,1,386.42
2320,2021,2,381.0
2320,2021,3,205.17
2320,2021,4,257.92
2320,2022,1,483.25
2320,2022,2,493.92
2320,2022,3,229.25
2320,2022,4,233.0
2320,2023,1,386.67
2320,2023,2,370.92
2320,2023,3,184.17
2320,2023,4,231.0
2320,2024,1,442.42
2320,2024,2,422.42
2320,2024,3,195.33
2320,2024,4,204.33
2320,2025,1,410.25
2320,2025,2,432.0
2320,2025,3,181.83
2320,2025,4,225.17
2330,2020,1,285.0
2330,2020,2,203.0
2330,2020,3,60.5
2330,2020,4,104.5
2330,2021,1,287.5
2330,2021,2,267.5
2330,2021,3,116.5
2330,2021,4,163.0
2330,2022,1,344.0
2330,2022,2,282.5
2330,2022,3,128.0
2330,2022,4,156.0
2330,2023,1,343.0
2330,2023,2,260.33
2330,2023,3,71.5
2330,2023,4,121.5
2330,2024,1,272.5
2330,2024,2,219.83
2330,2024,3,71.33
2330,2024,4,142.33
2330,2025,1,271.0
2330,2025,2,196.33
2330,2025,3,70.5
2330,2025,4,129.5
2341,2020,1,520.33
2341,2020,2,429.0
2341,2020,3,121.5
2341,2020,4,229.17
2341,2021,1,619.83
2341,2021,2,508.5
2341,2021,3,223.0
2341,2021,4,303.25
2341,2022,1,697.75
2341,2022,2,663.42
2341,2022,3,230.92
2341,2022,4,283.0
2341,2023,1,628.5
2341,2023,2,472.5
2341,2023,3,124.5
2341,2023,4,229.0
2341,2024,1,489.83
2341,2024,2,399.17
2341,2024,3,101.83
2341,2024,4,211.33
2341,2025,1,461.17
2341,2025,2,343.0
2341,2025,3,87.83
2341,2025,4,157.5
2342,2020,1,419.25
2342,2020,2,355.83
2342,2020,3,128.83
2342,2020,4,158.17
2342,2021,1,371.33
2342,2021,2,322.7
2342,2021,3,146.0
2342,2021,4,190.25
2342,2022,1,537.37
2342,2022,2,462.5
2342,2022,3,126.0
2342,2022,4,158.0
2342,2023,1,416.83
2342,2023,2,341.67
2342,2023,3,83.5
2342,2023,4,140.0
2342,2024,1,355.5
2342,2024,2,288.33
2342,2024,3,79.0
2342,2024,4,118.5
2342,2025,1,342.0
2342,2025,2,271.13
2342,2025,3,86.53
2342,2025,4,127.0
2351,2020,1,370.37
2351,2020,2,320.25
2351,2020,3,287.17
2351,2020,4,363.17
2351,2021,1,441.33
2351,2021,2,498.03
2351,2021,3,417.42
2351,2021,4,440.75
2351,2022,1,450.03
2351,2022,2,479.0
2351,2022,3,445.9
2351,2022,4,556.43
2351,2023,1,636.25
2351,2023,2,621.87
2351,2023,3,540.78
2351,2023,4,501.25
2351,2024,1,520.83
2351,2024,2,612.33
2351,2024,3,469.5
2351,2024,4,494.75
2351,2025,1,535.45
2351,2025,2,548.42
2351,2025,3,475.0
2351,2025,4,489.33
2352,2020,1,796.48
2352,2020,2,855.67
2352,2020,3,548.67
2352,2020,4,597.0
2352,2021,1,881.25
2352,2021,2,1044.82
2352,2021,3,807.67
2352,2021,4,823.25
2352,2022,1,1161.98
2352,2022,2,1232.0
2352,2022,3,921.17
2352,2022,4,887.42
2352,2023,1,1316.75
2352,2023,2,1326.0
2352,2023,3,950.75
2352,2023,4,1027.75
2352,2024,1,1369.0
2352,2024,2,1334.0
2352,2024,3,984.83
2352,2024,4,1037.12
2352,2025,1,1317.46
2352,2025,2,1299.89
2352,2025,3,902.25
2352,2025,4,985.77
2353,2020,1,238.33
2353,2020,2,222.17
2353,2020,3,157.33
2353,2020,4,150.0
2353,2021,1,198.33
2353,2021,2,305.83
2353,2021,3,173.0
2353,2021,4,166.0
2353,2022,1,279.17
2353,2022,2,409.83
2353,2022,3,199.5
2353,2022,4,234.5
2353,2023,1,313.33
2353,2023,2,294.83
2353,2023,3,179.33
2353,2023,4,221.5
2353,2024,1,272.33
2353,2024,2,295.17
2353,2024,3,174.5
2353,2024,4,206.33
2353,2025,1,271.33
2353,2025,2,293.17
2353,2025,3,204.83
2353,2025,4,194.83
2359,2020,1,511.5
2359,2020,2,406.5
2359,2020,3,421.33
2359,2020,4,332.42
2359,2021,1,407.75
2359,2021,2,493.0
2359,2021,3,386.33
2359,2021,4,423.0
2359,2022,1,579.83
2359,2022,2,599.42
2359,2022,3,493.42
2359,2022,4,492.33
2359,2023,1,546.5
2359,2023,2,707.83
2359,2023,3,561.83
2359,2023,4,513.5
2359,2024,1,534.92
2359,2024,2,578.0
2359,2024,3,498.17
2359,2024,4,478.21
2359,2025,1,526.13
2359,2025,2,583.83
2359,2025,3,484.17
2359,2025,4,471.0
2410,2020,1,119.17
2410,2020,2,94.33
2410,2020,3,131.67
2410,2020,4,138.83
2410,2021,1,121.33
2410,2021,2,142.67
2410,2021,3,135.5
2410,2021,4,155.5
2410,2022,1,162.17
2410,2022,2,191.17
2410,2022,3,193.5
2410,2022,4,177.83
2410,2023,1,189.17
2410,2023,2,147.0
2410,2023,3,138.17
2410,2023,4,149.0
2410,2024,1,103.33
2410,2024,2,105.83
2410,2024,3,107.37
2410,2024,4,106.87
2410,2025,1,121.28
2410,2025,2,130.57
2410,2025,3,123.53
2410,2025,4,99.67
2411,2020,1,911.33
2411,2020,2,651.88
2411,2020,3,719.77
2411,2020,4,825.75
2411,2021,1,941.82
2411,2021,2,996.62
2411,2021,3,1185.78
2411,2021,4,1188.33
2411,2022,1,1235.63
2411,2022,2,1393.29
2411,2022,3,1436.4
2411,2022,4,1339.57
2411,2023,1,1356.57
2411,2023,2,1297.87
2411,2023,3,1243.87
2411,2023,4,1167.03
2411,2024,1,1132.17
2411,2024,2,1137.37
2411,2024,3,1083.65
2411,2024,4,1025.65
2411,2025,1,1059.7
2411,2025,2,1046.99
2411,2025,3,953.41
2411,2025,4,966.37
2412,2020,1,766.67
2412,2020,2,649.75
2412,2020,3,687.33
2412,2020,4,744.0
2412,2021,1,881.3
2412,2021,2,970.95
2412,2021,3,955.53
2412,2021,4,1083.42
2412,2022,1,1158.08
2412,2022,2,1262.62
2412,2022,3,1239.03
2412,2022,4,1221.42
2412,2023,1,1176.87
2412,2023,2,1045.87
2412,2023,3,982.75
2412,2023,4,1019.67
2412,2024,1,992.92
2412,2024,2,981.33
2412,2024,3,898.95
2412,2024,4,867.03
2412,2025,1,908.37
2412,2025,2,814.88
2412,2025,3,762.2
2412,2025,4,725.75
2413,2020,1,447.5
2413,2020,2,320.33
2413,2020,3,322.0
2413,2020,4,406.33
2413,2021,1,476.75
2413,2021,2,591.17
2413,2021,3,645.33
2413,2021,4,725.0
2413,2022,1,802.08
2413,2022,2,810.92
2413,2022,3,759.67
2413,2022,4,688.75
2413,2023,1,663.92
2413,2023,2,577.33
2413,2023,3,489.17
2413,2023,4,508.67
2413,2024,1,505.75
2413,2024,2,464.58
2413,2024,3,467.75
2413,2024,4,396.17
2413,2025,1,392.79
2413,2025,2,414.74
2413,2025,3,354.58
2413,2025,4,367.0
2421,2020,1,1065.83
2421,2020,2,821.67
2421,2020,3,820.92
2421,2020,4,922.83
2421,2021,1,1232.33
2421,2021,2,1247.25
2421,2021,3,1367.25
2421,2021,4,1509.33
2421,2022,1,1663.17
2421,2022,2,1743.67
2421,2022,3,1569.75
2421,2022,4,1501.08
2421,2023,1,1555.5
2421,2023,2,1367.5
2421,2023,3,1213.75
2421,2023,4,1146.83
2421,2024,1,1174.75
2421,2024,2,1166.67
2421,2024,3,1033.67
2421,2024,4,915.45
2421,2025,1,1031.18
2421,2025,2,955.48
2421,2025,3,919.2
2421,2025,4,900.17
2422,2020,1,375.12
2422,2020,2,247.78
2422,2020,3,274.08
2422,2020,4,296.17
2422,2021,1,386.82
2422,2021,2,460.5
2422,2021,3,449.17
2422,2021,4,432.5
2422,2022,1,564.0
2422,2022,2,624.37
2422,2022,3,492.7
2422,2022,4,452.83
2422,2023,1,503.53
2422,2023,2,433.87
2422,2023,3,400.75
2422,2023,4,353.17
2422,2024,1,301.5
2422,2024,2,268.92
2422,2024,3,299.17
2422,2024,4,251.83
2422,2025,1,269.58
2422,2025,2,263.5
2422,2025,3,207.03
2422,2025,4,189.75
2423,2020,1,1129.75
2423,2020,2,816.83
2423,2020,3,813.17
2423,2020,4,909.5
2423,2021,1,1092.83
2423,2021,2,1259.0
2423,2021,3,1371.83
2423,2021,4,1661.33
2423,2022,1,1899.37
2423,2022,2,1963.07
2423,2022,3,1853.57
2423,2022,4,1815.23
2423,2023,1,1941.0
2423,2023,2,1883.0
2423,2023,3,1600.45
2423,2023,4,1445.92
2423,2024,1,1521.42
2423,2024,2,1543.53
2423,2024,3,1408.28
2423,2024,4,1300.96
2423,2025,1,1267.19
2423,2025,2,1279.85
2423,2025,3,1202.62
2423,2025,4,1243.4
2424,2020,1,192.42
2424,2020,2,133.17
2424,2020,3,125.33
2424,2020,4,136.17
2424,2021,1,175.28
2424,2021,2,225.7
2424,2021,3,211.83
2424,2021,4,237.0
2424,2022,1,269.17
2424,2022,2,303.5
2424,2022,3,274.0
2424,2022,4,250.92
2424,2023,1,285.75
2424,2023,2,263.33
2424,2023,3,206.33
2424,2023,4,208.33
2424,2024,1,245.92
2424,2024,2,250.92
2424,2024,3,212.67
2424,2024,4,183.87
2424,2025,1,210.13
2424,2025,2,203.82
2424,2025,3,193.92
2424,2025,4,207.08
2430,2020,1,881.7
2430,2020,2,622.92
2430,2020,3,664.75
2430,2020,4,697.5
2430,2021,1,784.78
2430,2021,2,932.95
2430,2021,3,1057.53
2430,2021,4,1130.5
2430,2022,1,1386.5
2430,2022,2,1331.08
2430,2022,3,1211.75
2430,2022,4,1192.17
2430,2023,1,1225.75
2430,2023,2,1002.58
2430,2023,3,992.08
2430,2023,4,972.0
2430,2024,1,894.67
2430,2024,2,870.67
2430,2024,3,782.83
2430,2024,4,773.17
2430,2025,1,836.0
2430,2025,2,798.75
2430,2025,3,766.0
2430,2025,4,767.42
2431,2020,1,2899.67
2431,2020,2,1701.83
2431,2020,3,1640.42
2431,2020,4,1955.5
2431,2021,1,2521.33
2431,2021,2,3297.67
2431,2021,3,3328.87
2431,2021,4,3294.25
2431,2022,1,4431.58
2431,2022,2,4365.95
2431,2022,3,3904.7
2431,2022,4,3486.75
2431,2023,1,3638.42
2431,2023,2,2874.67
2431,2023,3,2447.25
2431,2023,4,2256.92
2431,2024,1,2194.67
2431,2024,2,1999.1
2431,2024,3,1817.6
2431,2024,4,1744.02
2431,2025,1,1922.77
2431,2025,2,1909.28
2431,2025,3,1714.02
2431,2025,4,1664.42
2432,2020,1,362.0
2432,2020,2,241.17
2432,2020,3,257.0
2432,2020,4,326.5
2432,2021,1,447.33
2432,2021,2,580.17
2432,2021,3,579.17
2432,2021,4,556.5
2432,2022,1,720.0
2432,2022,2,649.33
2432,2022,3,584.67
2432,2022,4,618.5
2432,2023,1,608.67
2432,2023,2,451.5
2432,2023,3,390.5
2432,2023,4,342.0
2432,2024,1,369.0
2432,2024,2,349.0
2432,2024,3,324.17
2432,2024,4,323.5
2432,2025,1,290.0
2432,2025,2,294.92
2432,2025,3,271.92
2432,2025,4,256.0
2433,2020,1,332.66999999999996
2433,2020,2,225.17
2433,2020,3,196.83
2433,2020,4,223.67
2433,2021,1,297.0
2433,2021,2,329.16999999999996
2433,2021,3,363.25
2433,2021,4,376.75
2433,2022,1,397.08
2433,2022,2,403.75
2433,2022,3,409.5
2433,2022,4,388.42
2433,2023,1,414.42
2433,2023,2,352.66999999999996
2433,2023,3,324.16999999999996
2433,2023,4,322.5
2433,2024,1,326.16999999999996
2433,2024,2,317.5
2433,2024,3,275.66999999999996
2433,2024,4,290.33000000000004
2433,2025,1,295.2
2433,2025,2,295.92
2433,2025,3,292.08000000000004
2433,2025,4,302.25
2434,2020,1,44.67
2434,2020,2,41.67
2434,2020,3,29.83
2434,2020,4,58.83
2434,2021,1,60.0
2434,2021,2,73.33
2434,2021,3,65.83
2434,2021,4,76.5
2434,2022,1,88.0
2434,2022,2,67.33
2434,2022,3,88.5
2434,2022,4,86.5
2434,2023,1,67.5
2434,2023,2,34.17
2434,2023,3,32.33
2434,2023,4,27.5
2434,2024,1,22.83
2434,2024,2,26.67
2434,2024,3,32.08
2434,2024,4,38.75
2434,2025,1,38.5
2434,2025,2,29.0
2434,2025,3,32.0
2434,2025,4,44.5
2510,2020,1,126.17
2510,2020,2,132.92000000000002
2510,2020,3,121.42
2510,2020,4,163.57999999999998
2510,2021,1,126.33
2510,2021,2,145.17000000000002
2510,2021,3,187.67000000000002
2510,2021,4,220.5
2510,2022,1,302.84
2510,2022,2,282.41
2510,2022,3,256.41999999999996
2510,2022,4,230.67000000000002
2510,2023,1,209.33
2510,2023,2,169.57999999999998
2510,2023,3,143.25
2510,2023,4,125.92
2510,2024,1,132.92000000000002
2510,2024,2,137.2
2510,2024,3,117.37
2510,2024,4,112.54
2510,2025,1,171.23000000000002
2510,2025,2,181.72
2510,2025,3,156.45
2510,2025,4,115.5
2511,2020,1,1315.78
2511,2020,2,1001.03
2511,2020,3,980.87
2511,2020,4,1139.17
2511,2021,1,1284.5
2511,2021,2,1581.33
2511,2021,3,1493.5
2511,2021,4,1577.08
2511,2022,1,2108.33
2511,2022,2,2306.67
2511,2022,3,2034.17
2511,2022,4,1904.5
2511,2023,1,2021.25
2511,2023,2,1218.75
2511,2023,3,1021.92
2511,2023,4,917.5
2511,2024,1,953.67
2511,2024,2,972.42
2511,2024,3,902.67
2511,2024,4,832.58
2511,2025,1,833.67
2511,2025,2,790.0
2511,2025,3,709.33
2511,2025,4,763.17
2512,2020,1,4725.17
2512,2020,2,3740.0
2512,2020,3,3589.33
2512,2020,4,3954.21
2512,2021,1,4677.47
2512,2021,2,5137.61
2512,2021,3,5844.08
2512,2021,4,6007.38
2512,2022,1,7641.84
2512,2022,2,7769.33
2512,2022,3,6587.02
2512,2022,4,6179.64
2512,2023,1,6222.73
2512,2023,2,4050.41
2512,2023,3,3491.12
2512,2023,4,3283.12
2512,2024,1,3283.35
2512,2024,2,3100.94
2512,2024,3,2866.89
2512,2024,4,2581.96
2512,2025,1,2476.0299999999997
2512,2025,2,2349.1
2512,2025,3,2190.37
2512,2025,4,2082.6
2513,2020,1,862.9
2513,2020,2,614.57
2513,2020,3,629.57
2513,2020,4,612.73
2513,2021,1,787.98
2513,2021,2,777.03
2513,2021,3,933.48
2513,2021,4,800.23
2513,2022,1,1007.22
2513,2022,2,1025.02
2513,2022,3,930.27
2513,2022,4,857.93
2513,2023,1,922.8
2513,2023,2,442.93
2513,2023,3,377.53
2513,2023,4,308.37
2513,2024,1,299.2
2513,2024,2,318.93
2513,2024,3,319.03
2513,2024,4,275.03
2513,2025,1,273.96
2513,2025,2,260.47
2513,2025,3,292.67
2513,2025,4,214.97
2514,2020,1,202.83
2514,2020,2,177.0
2514,2020,3,163.0
2514,2020,4,163.0
2514,2021,1,172.5
2514,2021,2,196.0
2514,2021,3,240.0
2514,2021,4,248.0
2514,2022,1,304.83
2514,2022,2,266.5
2514,2022,3,244.5
2514,2022,4,223.0
2514,2023,1,208.5
2514,2023,2,198.0
2514,2023,3,174.5
2514,2023,4,176.5
2514,2024,1,160.33
2514,2024,2,118.83
2514,2024,3,118.5
2514,2024,4,100.5
2514,2025,1,97.83
2514,2025,2,86.5
2514,2025,3,97.0
2514,2025,4,94.0
2519,2020,1,932.3399999999999
2519,2020,2,617.16
2519,2020,3,627.6700000000001
2519,2020,4,638.17
2519,2021,1,660.6600000000001
2519,2021,2,733.33
2519,2021,3,909.0
2519,2021,4,989.83
2519,2022,1,1245.5
2519,2022,2,1322.66
2519,2022,3,1259.58
2519,2022,4,1256.1599999999999
2519,2023,1,1372.58
2519,2023,2,850.53
2519,2023,3,775.67
2519,2023,4,700.5
2519,2024,1,620.5
2519,2024,2,589.34
2519,2024,3,561.84
2519,2024,4,468.58
2519,2025,1,416.5
2519,2025,2,459.25
2519,2025,3,441.59000000000003
2519,2025,4,393.75
2521,2020,1,475.07
2521,2020,2,383.9
2521,2020,3,418.9
2521,2020,4,396.15
2521,2021,1,480.15
2521,2021,2,592.28
2521,2021,3,619.48
2521,2021,4,608.07
2521,2022,1,797.47
2521,2022,2,952.9
2521,2022,3,893.07
2521,2022,4,811.6
2521,2023,1,844.47
2521,2023,2,478.77
2521,2023,3,421.2
2521,2023,4,410.03
2521,2024,1,394.95
2521,2024,2,397.62
2521,2024,3,357.8
2521,2024,4,336.88
2521,2025,1,350.2
2521,2025,2,377.62
2521,2025,3,311.37
2521,2025,4,291.8
2522,2020,1,1649.13
2522,2020,2,1237.3
2522,2020,3,1093.68
2522,2020,4,1094.67
2522,2021,1,1506.03
2522,2021,2,1784.53
2522,2021,3,1744.95
2522,2021,4,2093.43
2522,2022,1,2763.9
2522,2022,2,2556.87
2522,2022,3,2290.7
2522,2022,4,2045.95
2522,2023,1,2545.37
2522,2023,2,1433.03
2522,2023,3,1309.58
2522,2023,4,1106.83
2522,2024,1,1074.33
2522,2024,2,1078.45
2522,2024,3,992.25
2522,2024,4,904.75
2522,2025,1,891.17
2522,2025,2,848.7
2522,2025,3,780.73
2522,2025,4,763.03
2523,2020,1,439.08
2523,2020,2,362.67
2523,2020,3,366.17
2523,2020,4,377.17
2523,2021,1,424.67
2523,2021,2,485.0
2523,2021,3,491.5
2523,2021,4,422.33
2523,2022,1,636.33
2523,2022,2,549.17
2523,2022,3,564.5
2523,2022,4,618.17
2523,2023,1,744.67
2523,2023,2,438.0
2523,2023,3,375.75
2523,2023,4,403.92
2523,2024,1,394.33
2523,2024,2,334.67
2523,2024,3,272.33
2523,2024,4,282.0
2523,2025,1,266.17
2523,2025,2,277.58
2523,2025,3,222.67
2523,2025,4,194.33
2529,2020,1,1679.58
2529,2020,2,1386.5
2529,2020,3,1343.67
2529,2020,4,1289.5
2529,2021,1,1629.17
2529,2021,2,1916.5
2529,2021,3,2181.17
2529,2021,4,2369.67
2529,2022,1,2840.95
2529,2022,2,2828.17
2529,2022,3,2751.67
2529,2022,4,2439.75
2529,2023,1,2744.0
2529,2023,2,1586.68
2529,2023,3,1423.83
2529,2023,4,1374.33
2529,2024,1,1321.58
2529,2024,2,1217.08
2529,2024,3,1133.5
2529,2024,4,1084.42
2529,2025,1,1030.95
2529,2025,2,1031.57
2529,2025,3,945.87
2529,2025,4,885.75
2611,2020,1,335.87
2611,2020,2,237.0
2611,2020,3,281.42
2611,2020,4,283.33
2611,2021,1,336.67
2611,2021,2,351.5
2611,2021,3,347.17
2611,2021,4,375.42
2611,2022,1,440.08
2611,2022,2,378.58
2611,2022,3,381.7
2611,2022,4,374.03
2611,2023,1,437.87
2611,2023,2,394.87
2611,2023,3,410.7
2611,2023,4,408.2
2611,2024,1,426.17
2611,2024,2,367.17
2611,2024,3,378.33
2611,2024,4,380.58
2611,2025,1,379.58
2611,2025,2,324.5
2611,2025,3,320.25
2611,2025,4,359.08
2619,2020,1,946.58
2619,2020,2,706.83
2619,2020,3,740.0
2619,2020,4,853.75
2619,2021,1,965.25
2619,2021,2,1030.92
2619,2021,3,1084.91
2619,2021,4,1181.5
2619,2022,1,1372.83
2619,2022,2,1403.5
2619,2022,3,1283.67
2619,2022,4,1243.58
2619,2023,1,1294.17
2619,2023,2,1184.5
2619,2023,3,1112.67
2619,2023,4,1088.42
2619,2024,1,1066.75
2619,2024,2,987.42
2619,2024,3,905.4100000000001
2619,2024,4,907.17
2619,2025,1,1016.04
2619,2025,2,923.78
2619,2025,3,883.07
2619,2025,4,896.67
2622,2020,1,583.2
2622,2020,2,456.33
2622,2020,3,484.67
2622,2020,4,503.33
2622,2021,1,601.42
2622,2021,2,639.5
2622,2021,3,628.17
2622,2021,4,753.83
2622,2022,1,774.08
2622,2022,2,916.0
2622,2022,3,889.0
2622,2022,4,773.28
2622,2023,1,775.33
2622,2023,2,620.25
2622,2023,3,530.83
2622,2023,4,537.58
2622,2024,1,546.08
2622,2024,2,512.42
2622,2024,3,522.58
2622,2024,4,420.08
2622,2025,1,496.67
2622,2025,2,502.0
2622,2025,3,468.87
2622,2025,4,414.08
2631,2020,1,86.08
2631,2020,2,83.42
2631,2020,3,61.5
2631,2020,4,82.42
2631,2021,1,83.67
2631,2021,2,107.25
2631,2021,3,108.58
2631,2021,4,121.75
2631,2022,1,121.33
2631,2022,2,111.58
2631,2022,3,116.0
2631,2022,4,119.33
2631,2023,1,126.83
2631,2023,2,94.0
2631,2023,3,72.33
2631,2023,4,90.12
2631,2024,1,113.45
2631,2024,2,78.08
2631,2024,3,64.0
2631,2024,4,72.08
2631,2025,1,39.17
2631,2025,2,51.67
2631,2025,3,74.33
2631,2025,4,87.42
2634,2020,1,386.33
2634,2020,2,309.67
2634,2020,3,314.12
2634,2020,4,355.98
2634,2021,1,454.75
2634,2021,2,518.25
2634,2021,3,487.0
2634,2021,4,508.08
2634,2022,1,613.58
2634,2022,2,605.75
2634,2022,3,568.15
2634,2022,4,579.82
2634,2023,1,695.25
2634,2023,2,722.25
2634,2023,3,791.5
2634,2023,4,773.75
2634,2024,1,706.42
2634,2024,2,692.2
2634,2024,3,602.95
2634,2024,4,638.45
2634,2025,1,680.2
2634,2025,2,657.82
2634,2025,3,599.18
2634,2025,4,586.3
2635,2020,1,636.42
2635,2020,2,550.51
2635,2020,3,526.17
2635,2020,4,510.42
2635,2021,1,653.17
2635,2021,2,695.96
2635,2021,3,676.05
2635,2021,4,687.14
2635,2022,1,819.05
2635,2022,2,980.5
2635,2022,3,908.21
2635,2022,4,926.3
2635,2023,1,1044.38
2635,2023,2,1096.55
2635,2023,3,984.46
