soc_code,isco_4digit,main_group,E_j,delta_bfs,is_outlier,employed_2022,employed_2024,qualification_level,sector
23-1022.00,2612,2,0.3742499087687936,13.748204845047132,False,1.7479735068289997,1.9882884851850045,4,Sonstiges
23-1023.00,2612,2,0.4040593130360878,13.748204845047132,False,1.7479735068289997,1.9882884851850045,4,Sonstiges
23-2011.00,3411,3,0.34142268732565023,0.8717809279335977,False,12.039343043658002,12.144299740161111,3,Sonstiges
23-2093.00,3315,3,0.40683931543783003,-0.8969205988883489,False,3.6551101946799993,3.6223267584318464,3,Sonstiges
25-1011.00,2310,2,0.4553376269378151,5.922274763909165,False,16.214208988428997,17.17445899551822,4,Sonstiges
25-1022.00,2310,2,0.44659148862144304,5.922274763909165,False,16.214208988428997,17.17445899551822,4,Sonstiges
25-1031.00,2310,2,0.34032070719337737,5.922274763909165,False,16.214208988428997,17.17445899551822,4,Sonstiges
25-1032.00,2320,2,0.6767849109254053,-15.4376255333406,False,13.416577980547006,11.345376912521528,4,Sonstiges
25-1041.00,2310,2,0.2852281388120657,5.922274763909165,False,16.214208988428997,17.17445899551822,4,Sonstiges
25-1042.00,2310,2,0.4028237988708773,5.922274763909165,False,16.214208988428997,17.17445899551822,4,Sonstiges
25-1043.00,2310,2,0.5593712838699041,5.922274763909165,False,16.214208988428997,17.17445899551822,4,Sonstiges
25-1051.00,2310,2,0.4805646306350639,5.922274763909165,False,16.214208988428997,17.17445899551822,4,Sonstiges
25-1052.00,2310,2,0.46443056750470135,5.922274763909165,False,16.214208988428997,17.17445899551822,4,Sonstiges
25-1053.00,2310,2,0.4617981569466533,5.922274763909165,False,16.214208988428997,17.17445899551822,4,Sonstiges
25-1054.00,2310,2,0.498411203093334,5.922274763909165,False,16.214208988428997,17.17445899551822,4,Sonstiges
25-1061.00,2310,2,0.32927119067663124,5.922274763909165,False,16.214208988428997,17.17445899551822,4,Sonstiges
25-1062.00,2310,2,0.2762951957452535,5.922274763909165,False,16.214208988428997,17.17445899551822,4,Sonstiges
