ch_isco_4digit,E_j_mean,E_sub_mean,E_aug_mean,main_group,n_onet_berufe,periode,delta_bfs,post_ki
2114,0.3403000956002167,0.32059645601967807,0.3668584993845172,2,1,2021_2022,10.011596467507877,0
2120,0.8762042197358174,0.8595865341493228,0.8928707985939375,2,3,2021_2022,19.46028569605863,0
2131,0.47761478700192167,0.4344826067226493,0.5383530759155163,2,15,2021_2022,11.382797769325595,0
2132,0.6369811429902775,0.5733838862895023,0.7271924017859097,2,1,2021_2022,2.0746662366418143,0
2133,0.3353922356805041,0.29140161421737837,0.39881552385727764,2,11,2021_2022,3.2851462160474743,0
2141,0.3503073300172126,0.30524758820910336,0.4152062121240815,2,2,2021_2022,19.450013149863054,0
2142,0.5741356234427573,0.498647245826338,0.6829842959303233,2,4,2021_2022,23.811328287615712,0
2143,0.1525131091312654,0.12935570402226557,0.18613411017566103,2,3,2021_2022,-9.69803720521808,0
2144,0.4340289124098309,0.3830356587389717,0.5071080075590491,2,8,2021_2022,6.259305509466419,0
2145,0.47729282849555166,0.41247298172485375,0.5709110302143539,2,1,2021_2022,65.94639205064853,0
2149,0.5162671748038133,0.45801427590490656,0.5995512269769235,2,11,2021_2022,6.156103097017042,0
2151,0.6785514706263375,0.6077810571842143,0.7792322314962852,2,1,2021_2022,-4.341601544736128,0
2152,0.6518945286459308,0.5877143808715438,0.742844313024246,2,4,2021_2022,4.478614044134567,0
2153,0.30136741556674196,0.26709869429006494,0.3503840993917047,2,2,2021_2022,-11.585076931933834,0
2161,0.5549108408153365,0.4622570871273581,0.6899678967797114,2,1,2021_2022,-3.900829865182625,0
2162,0.07656901633450647,0.06204450779872261,0.09784208492797743,2,2,2021_2022,25.80672665816233,0
2163,0.16472315102420862,0.14389469108391678,0.19469486568605657,2,5,2021_2022,3.900090814538427,0
2164,0.5828881757494724,0.5191565310016992,0.6738294218340728,2,2,2021_2022,-5.526654553092122,0
2165,0.6354649995686827,0.6269652175887577,0.6421676115998805,2,2,2021_2022,-21.96686916800075,0
2166,0.22654660506630359,0.20192000654342407,0.2616745213647128,2,5,2021_2022,-5.425266367318589,0
2212,0.106941759350677,0.0928947186496588,0.12719553089307037,2,9,2021_2022,7.293443831563592,0
2221,0.03820337244279497,0.03299172810537368,0.04573213425625325,2,8,2021_2022,-2.335759114377488,0
2230,0.2598173318743086,0.22729227934567653,0.3065949893947548,2,2,2021_2022,8.520631538477996,0
2250,0.29987819782045183,0.2621055944838244,0.3542209771234277,2,1,2021_2022,29.936356392899437,0
2261,0.08418160000987747,0.07165718290055827,0.10234862664770107,2,3,2021_2022,-4.892769011848983,0
2262,0.18513727414459646,0.16680189485357153,0.211131069288526,2,3,2021_2022,14.046672818272008,0
2264,0.0,0.0,0.0,2,1,2021_2022,-2.83463265349161,0
2265,0.06960700006846897,0.05879107668843106,0.08532588084915894,2,1,2021_2022,-0.9887277655002203,0
2266,0.125868282223874,0.1080491956271715,0.15165604139893327,2,2,2021_2022,-13.460957390145772,0
2267,0.11842704152162901,0.10970051325915714,0.13050359934019976,2,3,2021_2022,30.79634703184454,0
2269,0.07032543371767876,0.06227888015915338,0.08183918014701655,2,17,2021_2022,2.281578046457072,0
